,Masechet,Daf,Line,Perek,Comment
25,Bava Kamma,57,1,הבית והעלייה,"כשהפכה לפחות מג' - דמתחילה לא הגביה שלשה הלכך לאו הגבהה היא דכבור פתוח דמי ולא נסתם הבור מעולם וכיון דלא נתכוין לקנותה דליכא לחיוביה משום ממונו משום כורה בור נמי לא תחייביה ומיהו היכא דנתכוין לזכות מחייב משום ממונו דאיכא למ""ד חבטה בהפקר קני בלא הגבהה בפרק הבית והעלייה (ב""מ דף קיח.):
"
26,Bava Kamma,58,0,הכונס,בנר חנוכה פטור - בפרק הכונס צאן לדיר דקתני גמל שהיה טעון פשתן:
27,Bava Kamma,67,1,שור שנגח,כדתנן - לקמן בפרק שור שנגח ד' וה':
28,Bava Kamma,67,1,האורג,חוץ מחובל ומבעיר - כדמפרש טעמא במס' שבת בפרק האורג מדאצטריך קרא למישרי מילה מכלל דשאר חובל חייב ומדאסר רחמנא שריפת בת כהן בשבת דמקלקל הוא מכלל דמקלקל בהבערה חייב כגון השורף כלי דמקלקל הוא:
29,Bava Kamma,70,1,הזהב,"דינר זהב - עשרים וחמשה דינרים כסף בפרק הזהב (ב""מ דף מה:):"
30,Bava Kamma,96,1,שור שנגח,אין האשה נותן ליורשיה - הא אוקימנא בגרושה לפיכך אין הבעל יורשה בפרק שור שנגח ד' וה' (בבא קמא דף מג.):
31,Bava Kamma,106,0,אלו מציאות,ושה דאבידה - כיון דכתיב לכל אבידת אחיך למה לי דכתב רחמנא חמור ושור ושה ושלמה ובפרק אלו מציאות דרשינן להו לכולהו בר משה:
32,Bava Kamma,107,0,מרובה,לתשלומי כפל על כל דבר פשע על שור כו' כל דבר פשיעה - ואפי' דבר שאין בו רוח חיים בפרק מרובה (לקמן בבא קמא סב:):
33,Bava Kamma,109,2,שור שנגח,"תם חייב - דלא סגי ליה בפחותה וטעמא דר' יהודה בפרק שור שנגח ד' וה' (לעיל בבא קמא דף מה:):
"
34,Bava Kamma,112,0,מרובה,"טענת גנב - לפטור עצמו ע""י גנב שטוען נגנבה הימנו האבידה שמצאתי ונמצא שבידו הוא משלם תשלומי כפל כגנב עצמו דדרשינן בפרק מרובה (לקמן בבא קמא דף סג:) ואם לא ימצא הגנב אם לא ימצא כמו שאמר אלא הוא עצמו גנבו וכתיב בתריה ישלם שנים אי אמרת בשלמא שומר אבידה כשומר חנם דמי משום הכי משלם כפל דהוי בעי למפטר נפשיה בטענת גנב:"
35,Bava Kamma,113,1,מרובה,"קרנא בלא שבועה עדיפא מכפילא בשבועה - שואל עדיף שמתחייב בשבורה ומתה בלא שום שבועת שקר משומר שכר שפטור עליהן ואע""פ שיש בשומר שכר כפל בטוען טענת לסטים מזויין אין זה חומר דכפל אינו בשומרין עד שישבע לשקר שנגנבה הימנו ואח""כ באו עדים בפרק מרובה (לקמן בבא קמא דף סג:) הלכך קנסא משום שבועה הוא דקנסיה רחמנא:"
36,Bava Kamma,122,0,הגוזל ומאכיל,"אליבא דמ""ד לא דיינינן דינא דגרמי - בפרק הגוזל ומאכיל (לקמן בבא קמא דף קיז:):"
37,Bava Kamma,124,0,הזהב,מכדי כתיב - בראש הפרשה כלל ופרט כי יתן איש ודרשינן ליה בפרק הזהב לענין שבועת שומרין למימר דאין נשבעין אלא על כעין הפרט שמטלטל וגופו ממון:
38,Bava Kamma,151,0,המנחות והנסכים,וקיימא לן - בפרק המנחות והנסכים דהאי לפני זריקה קודם שנראה לזריקה קאמר דלא הוה ליה שהות ביום דלאו עומד לזרוק ביום הוה דליכא למימר כזרוק דמי לשוויה אוכלא:
39,Bava Kamma,174,0,הבא על יבמתו,"גר אין לו חייס דכתיב וזרמת סוסים זרמתם - ואע""ג דכתיב בלאדן בן בלאדן ה""מ בגיותן אבל נתגיירו הבנים לא נתיחסו אחר אביהם בפרק הבא על יבמתו (יבמות דף סב.):
"
40,Bava Kamma,177,0,נערה שנתפתתה,"כתובת בנין דכרין - בפרק נערה שנתפתתה (כתובות ד' נב:) בנין דכרין דיהוו ליכי מנאי אינון יהוין ירתון כסף כתובתיך יתר על חולקיהון דעם אחוהון היו לו שתי נשים וכתובת האחת גדולה משל חבירתה ומתו שתיהן בחייו וירשן או אחת בחייו וירשה אעפ""כ לא בטלה כתובתה אצל בניה אם יש לה בן זכר הימנו וכשבאין לחלוק בניו בנכסיו אחר מותו נוטלין אלו כתובת אמן ואלו כתובת אמן והשאר חולקין בשוה ואין יכולין בני הקיימת לומר אנו ניטול כתובת אמנו שהיא כבעלת חוב ואתם אל תטלו שאין לאמכם כתובה שהרי בעלה ירשה וקיי""ל התם דהמוכרת כתובתה לאחר בטובת הנאה ומתה בחיי בעלה וירשה מפסיד הלוקח אעפ""כ לא הפסידו בניה כתובת בנין דכרין ולא יאמרו בני חבירתה אמכם פשעה בה שאילו היתה קיימת לא היתה גובה שהרי לקוחות היו גובין אותה משום דאמרי להו זוזי אנסוה שהיתה צריכה למעות ולא לאפסדינהו נתכוונה:"
41,Bava Kamma,183,0,טבעת אדם,המחובר לטמא טמא כו' - במסכת כלים היא בפרק טבעת אדם דקתני אונקלי של דרגש ושל שולחן טמאה ושל מנורת עץ טהורה זה הכלל המחובר לטמא טמא לטהור טהור אונקלי מסמר של מתכת עשוי כמזלג לתלות שם בהמה בשעת הפשטה ותחוב בכותל כדאמרינן בתמיד נשחט (פסחים סד.) אונקליות של ברזל היו תחובין בעמודים כו' ואם תחבו במנורת עץ דפשוטי כלי עץ בטל מסמר לגבה ואינה מקבלת טומאה ואפי' נגעה בו טומאה אבל בדרגש ובשולחן שמקבלין טומאה הן אף הוא מקבל טומאה:
42,Bava Kamma,191,1,הזהב,"אין נשבעין על הקרקעות - בפרק הזהב (ב""מ דף נו.):"
43,Bava Kamma,195,0,מרובה,"דר""ש - בפרק מרובה (לעיל בבא קמא דף עד:) גבי קדשים שחייב באחריותן כו':"
44,Bava Kamma,195,1,שור שנגח,מכור - ולא יסקל דבעינן מיתה והעמדה בדין שיהא שוין כאחד בפרק שור שנגח ד' וה':
45,Bava Kamma,198,0,אחד דיני ממונות,שנשא ונתן ביד - וזיכה את החייב שהיה לו משכון למלוה ממנו ונטל דיין למשכון והחזירו ללוה וחייב את הזכאי נטל ביד ממון מן הנתבע ושילם לתובע וטימא את הטהור נטל שרץ בידים וזרקו עליה לטמאו ודאי להחזיק דבריו וטיהר את הטמא נטל הדיין לפירות טמאים וערבן עם שאר פירות האיש השואלו והוה ליה עושה מעשה בידים ומזיק והכי מפרש בסנהדרין בפרק אחד דיני ממונות (סנהדרין דף לג.):
46,Bava Kamma,210,1,מרובה,משלם כפל ואשם - אבל חומש לא דחומשו עולה לו בכפלו כדאמרינן בפרק מרובה (לעיל בבא קמא דף סה.) אלמא בין נשבע ובאו עדים בין נשבע והודה חייב:
47,Bava Kamma,210,0,מרובה,וטוען טענת גנב ובאו עדים נמי לא אמר רב - דכפל כי כתיב בהכי כתיב בנשבע ובאו עדים כדאמר בפרק מרובה:
48,Bava Kamma,211,0,מרובה,"אלא למאן דאמר - בפרק מרובה (בבא קמא דף סג:):
"
49,Bava Kamma,211,0,מרובה,בשותף שטבח - שותפין שגנבו וטבחו האחד שלא מדעת חבירו אמרינן בפרק מרובה (בבא קמא דף עח:) שפטור מד' וה' דחמשה בקר אמר רחמנא ולא חמשה חצאי בקר והכא לא קרינא וטבחו כולו בחיובא דעל החצי של חבירו הוה טובח ומוכר אחר הגנב דפטור אבל לדעת חבירו משלמין שניהם דשלוחו הוא ואמרינן תחת לרבות את השליח:
50,Bava Kamma,213,0,מרובה,בעי רמי בר חמא - דקיימא לן בפרק מרובה (לעיל בבא קמא דף סה:) ממון שאין משתלם בראש דאיכא כפל בהדיה אין מוסיף חומש ולעיל (בבא קמא דף קו.) נמי תנינן לה אם משבאו עדים הודה משלם תשלומי כפל ואשם אבל חומש לא מאן פטר ליה מחומשא ממונא או שבועה:
51,Bava Kamma,222,1,מי שמת,"בזול - כל זוזא חשבינא בארבע דנקי וכן כל היכא דתני בזול בפרק מי שמת (ב""ב דף קמו:) והיינו שני שלישי דמים וכולהו דמים לא נשלמו דאי הוו ידעי דבעו שלומי לא הוו אכלי בשרא והעור יחזירנו כמות שהוא:"
52,Bava Kamma,223,1,מרובה,"שני וחמישי - בתי דינין קבועים בעיירות תקנת עזרא בפרק מרובה (לעיל בבא קמא דף פב.):
"
53,Bava Kamma,233,0,בן סורר ומורה,ושיבר את הכלים - בין של נרדף בין של כל אדם פטור מלשלם שהרי מתחייב בנפשו הוא ברדיפה זו ואפילו אין הורגו דתנן בפרק בן סורר ומורה ואלו ניתנו להציל בנפשו הרודף אחר חבירו להרגו ונמצא תשלומין וחיוב מיתה באין כאחד:
54,Sanhedrin,2,1,מצות חליצה,חליצה בשלשה - ביבמות יליף לה בפרק מצות חליצה (יבמות דף קא.):
55,Sanhedrin,4,0,ארבעה אבות,"פלגא נזקא ממונא - בפרק ארבעה אבות (ב""ק דף טו.) פליגי בה דקסבר סתם שוורים נגחנים הם ומדינא כולהו בעי לשלומי דהוה ליה למינטריה ורחמנא הוא דחס עליה:"
56,Sanhedrin,9,0,שלש ארצות,רבי חייא חזייה כו' - לא איתפרש לן מאי בעיא הכא ונראה בעיני דהא אתא לאשמעינן אף על גב דרבי חייא תלמידו דרבי הוה ובמקומו דר' הוה לא חלק לו כבוד לרבי מלהפריש זה מן האיסור דלענין אפרושי מאיסורא אין כאן מורה הלכה לפני רבו כדאמרינן פרק הדר עם הנכרי (עירובין סג.) ובמס' שביעית ירושלמי בפרק שלש ארצות מצאתי בההוא עובדא דההוא דקאי בבית הקברות דלא גרסינן ביה רבי חייא אלא רבי הוה ושני דברים הללו ראה רבי בעכו דמי ביצים אין מכשירין והאי ולא גרסינן דהוה קאי בבית הקברות אלא בעכו שבה ארץ ישראל ויש בה ארץ העמים וראה אותן העומדים בגבול ארץ ישראל שהיו מגבלין עיסותיהן בטומאה ותמה עד שאמרו לו תלמיד אחד בא לכאן כו' וחזר וראה אותו כהן עומד בקצת העיר שחוץ לגבול ארץ ישראל אמר לו והרי הוא זה ארץ העמים שגזרו עליה טומאה כבית הקברות ואמר ליה לאו בן איש כהן פלוני אתה כו' ולכך נשנו מעשים הללו זה אצל זה:
57,Sanhedrin,20,3,הרואה,"לקטלא - לשאר מיתות ר""ע במסרקות של ברזל בפרק הרואה (ברכות דף סא:) ר' חנניא בשריפה במסכת ע""ז (דף יח.):"
58,Sanhedrin,23,1,האשה,מחצה - לאו דווקא אלא כדמפרש ואזיל שהזכרים היו טמאים יותר מן הטהורים ונשים היו רובן טהורות עד שהנשים טהורות משלימות את מחצה טהורים ועודפות עליהן שכשאתה מונה אנשים ונשים כאחת בטמאים ובטהורים נמצאו טהורים יתירים ופלוגתא בפרק האשה (פסחים דף צא:) דאיכא למאן דאמר נשים חובה בהבאת הפסח ראשון ואיכא למאן דאמר נשים רשות וחזקיה מעיקרא סבר נשים בפסח ראשון חובה ומיצטרפו הלכך היו טמאים מיעוטא ומידחו ולבסוף סבר נשים בפסח ראשון רשות ולא מיצטרפי והוו להו טמאים רובא ואיש נדחה לפסח שני ואין ציבור נידחין:
59,Sanhedrin,28,1,ארבע מיתות,"לא שנא - שור שרבע אדם זכר ולא שנא שור שרבע אשה נקבה דנפקא לן תרוייהו מקראי בפרק ארבע מיתות (לקמן סנהדרין נד:) שהן בסקילה ותנא דמתני' מרבי להו לכ""ג:"
60,Sanhedrin,29,2,שור שנגח,"כיון דהמיתו - ואמור רבנן דאין צריך לדונן בב""ד הוו להו כמאן דגמר דינייהו ואסירי בהנאה כדקי""ל שאם שחטו לאחר שנגמר דינו אסור בפרק שור שנגח (ב""ק מא.):"
61,Sanhedrin,32,0,היו בודקין,כיון דגמירי - דבעי הלנת דין בפרק היו בודקין (שם) שאם לא מצאו לו זכות יום ראשון מלינין אותו למחרת שמא ימצאו להם טעמי זכות:
62,Sanhedrin,33,0,היו בודקין,שני סופרים - ליכתוב דברי המזכין ודברי המחייבין וכל שעה יושבין לפני הדיינין לקמן בפרק היו בודקין (סנהדרין דף מ.):
63,Sanhedrin,50,0,כהן גדול,שלשה רועי בקר - בפרק כהן גדול (לעיל סנהדרין דף יח:):
64,Sanhedrin,66,0,היו בודקין,למחרת - משנה היא בפרק היו בודקין אותו (לקמן סנהדרין דף מ.) גבי הלנת דין:
65,Sanhedrin,73,0,דיני ממונות,הא בדיני ממונות אמדינן - עדות מאומד מדתנן ליה גבי איום עידי נפשות ולא תנן ליה גבי איום עידי ממונות בפרק דיני ממונות (לעיל סנהדרין דף כט.) דאמרינן להו סהדי שקרי אאוגרייהו זילי:
66,Sanhedrin,93,0,מרובה,"מת מצוה קנה מקומו - מתנאים הוא שהתנה יהושע בכניסתן לארץ בפרק מרובה (ב""ק דף פא.):"
67,Sanhedrin,97,1,אלו נאמרין,ובלשון הקודש היו אומרין - במסכת סוטה יליף לה בפרק אלו נאמרין בכל לשון (סוטה דף לב.):
68,Sanhedrin,100,1,אלמנה לכהן גדול,פסלה - עולמית מתרומה ומכהונה והתם פריך האי מיבעי ליה לגופיה זר שאינו כהן לא תאכל בתרומה בחייו ומשני ליה התם וחלל אף על גב דלא פסיל לה הוא דהא כשר לבא בקהל יליף לה בפרק אלמנה לכהן גדול (יבמות דף סט.) מלא יחלל זרעו מקיש זרעו לו מה הוא פוסל אף זרעו פוסל דכהן גדול הבא על האלמנה פוסל מן הכהונה ומן התרומה דיליף לה מלא יחלל שני חילולין במשמע שמחלל אותה ואת הולד:
69,Sanhedrin,108,1,הבא על יבמתו,לדרשא אתא - ביבמות בפרק הבא על יבמתו (יבמות דף נד:) דהא כתיבא בכל חד וחד באנפי נפשיה בפרשת עריות באחרי מות והדר כתיב בקדושים תהיו:
70,Sanhedrin,109,1,בנות כותים,לטמא משכב התחתון כעליון - שהבועל נדה מטמא משכב התחתון משום משכב אפי' לא נגע בו כעליון של זב הכי מפורש במסכת נדה בפרק בנות כותים (נדה דף לב:) שאין משכבו של בועל נדה חמור כמשכב נדה וכמשכב זב שנעשים אב הטומאה לטמא אדם וכלים דכתיב בהו וכל אשר יגע במשכבה אלא הרי הוא כעליונו של זב בגד שנישא על גבי הזב שאינו אלא ראשון לטומאה ואינו מטמא אדם וכלים אלא אוכלין ומקראי ילפינן לה התם:
71,Sanhedrin,116,0,אלו עוברין,מורשה מאורסה - אמוראי איכא דדרשי בהו גבי עם הארץ בפרק אלו עוברין בפסחים (דף מט:):
72,Sanhedrin,116,1,גיד הנשה,ואליבא דרבי יהודה - דאמר בפרק גיד הנשה (חולין דף ק:) מבני יעקב נאסר גיד הנשה שהיו בני נח קודם מתן תורה ורבנן פליגי ואמרו בסיני נאמר ולא להם אלא שנכתב במקומו ואחר מתן תורה כתבו משה במקום המעשה על העתיד לידע מאיזה טעם נאסר להם ולרבי יהודה גופיה לישראל נאמר ולא לשאר בני נח דהא בני ישראל כתיב והא דקאמר הכא דאותן העומדות באיסורן לבני נח לעולם הוצרך לשנותן בסיני לאו משום דאי לא אהדרינהו הוה אמינא נגמר מגיד הנשה דלא נשנית ולישראל נאמר ולא לבני נח דמהא ליכא למיגמר שהרי לא נאסרה אלא לישראל ובעוד שהיו בני נח נמי להם נאסר ולא לאחרים אלא מדאתני עבודת כוכבים הוה גמרינן להו:
73,Sanhedrin,123,1,המפקיד,"דא""ר יוחנן - בבבא מציעא בפרק המפקיד:"
74,Sanhedrin,133,0,רבי אליעזר,כהלכות שבת - דמלאכות בסקילה ושבות פטור אבל אסור וצידת צבי וצפור שנכנסת לו תחת כנפיו יושב ומשמרו עד שתחשך ומפיס מורסא להוציא ממנה לחה הכי איתא בפרק רבי אליעזר דאורג (דף קז.) וכן צד נחש במתעסק בו שלא ינשכו אותו מותר לכתחילה הכא נמי העושה מעשה ממש בסקילה:
75,Sanhedrin,143,0,אחד דיני ממונות,הרוגי בית דין בשבת לא קטלינן - כדאמרינן בפרק אחד דיני ממונות (לעיל סנהדרין דף לה:) מלא תבערו אש בכל מושבותיכם:
76,Sanhedrin,143,0,נגמר הדין,שני כתובין הבאין כאחד - בפרק נגמר הדין דלא בעינן בהו קרא כדכתיב הלכך אי לא רבייה הוה אמינא ליבעי מיתה הכתובה בו כגון הכאה אבל לא לחונקו להטביעו במים:
77,Sanhedrin,149,0,כיצד,אי - כיון דאמרת מניין לעשות שאר הבא הימנו כשאר הבא הימנה נימא מה היא אם אמה אסורה לו אף הוא אם אמו אסורה לו משום ערוה ואנן גבי שניות מדברי סופרים (תנן) לה ביבמות בפרק כיצד (דף כא.):
78,Sanhedrin,155,0,אחד דיני ממונות,"שהרי יצא מב""ד זכאי - והא נפקא לן מצדיק אל תהרוג בפרק אחד דיני ממונות (לעיל סנהדרין דף לג:) מנין ליוצא מב""ד זכאי ואמר אחד יש לי ללמד עליו חובה שאין מחזירין אותו שנאמר וצדיק אל תהרוג:"
79,Sanhedrin,167,0,כל הכלים,מחט של יד - היא מחט קטנה שתופרין בה בגדים ניטלת בשבת ליטול בה את הקוץ ומשום דקתני לה להלן במסכת שבת בפרק כל הכלים (שבת דף קכב:) גבי ושל שקאין לפתוח בו את הדלת קרי ליה להא קטנה מחט של יד:
80,Sanhedrin,168,0,המצניע,ור' שמעון אית ליה מלאכה שאינה צריכה לגופה פטור עליה - בפרק המצניע (שבת ד' צנ:) גבי המוציא את המת במטה:
81,Sanhedrin,173,0,בנות כותים,"קישתה ג' ימים בתוך אחד עשר יום כו' - כתיב בפרשת זבה באחד עשר יום שבין נדה לנדה שהם הימים המביאין לידי זיבה ואשה כי יזוב זוב דמה ימים רבים ותניא בפרק בנות כותים (נדה לו:) דמה מחמת עצמה ולא מחמת ולד מגיד שדם הקישוי שיצא קודם הולד מחמת צער הקישוי אינו מביאה לידי זיבה וכ""ש דם שלאחר הולד אבל אם ראתה ג' ימים רצופין בהן מתוך קושי ושפתה קודם יציאת הולד יום אחד מעת לעת ששקטה ונחה מצערה ואח""כ ילדה בין מתוך קושי בין מתוך שופי הרי זו יולדת בזוב לפי שכיון שלאחר ג' שפתה איגלאי מילתא דלאו מחמת ולד אתא ונעשית בהן זבה למנות ז' נקיים כדין זבה וכל זמן שלא תספור ז' נקיים לא יהא דם שלה דם טוהר ואפילו לאחר שבועיים ואחר מלאת שמונים שלה צריכה שני קרבנות אחד ללידתה ואחד לזיבתה:"
