Masechet,Daf,Comment,References,Text
Niddah,80,0,זבחים,הכי נמי מסתברא - דכל הני פסולין דהכא בבהמות קדשים קאמר. ורובע ונרבע כגון שהקדישן ולבסוף נרבעו. ומוקצה ונעבד נמי בקדשים קלים ואליבא דרבי יוסי הגלילי דאמר ממון בעלים הן ויכול לאוסרן והכי נמי מוקמינן בפרק בתרא דזבחים (דף קיד.). ואתנן ומחיר כשנתן לה עובר בהמת קדשים קלים באתנן וקסבר בהוייתן הם קדושים ולא קודם לכן לפיכך איסור אתנן ומחיר חל עליהם וקדושה דממילא נמי חיילא עלייהו והרי הם קדושים. וכלאים וטרפה ויוצא דופן נמי בולדות קדשים:
Pesachim,5,0,שבת,כגדי מסנקן - כגדי עייף סינוק לשון עייפות ודומה לו גד גדי וסינק לא בגמרא דשבת בפרק במה אשה יוצאה (שבת דף סז:) התגבר מזלי ואל תהי עייף:
Pesachim,25,1,ביצה,ואינו קדוש - ואינו ניתר באכילה ואף על פי שהכבשים עצמן מותרין דקיימא לן כל הזבחים שנזבחו שלא לשמן כשירין אלא שלא עלו לבעלים לשם חובה ותניא בפרק שני דביצה (ד' כ:) כבשי עצרת ששחטן שלא לשמן הדם יזרק והבשר יאכל אינהו הוא דמתאכלי כשלמים בעלמא אבל לחם כיון דכבשים אין שמן עליהן דהא לא עלו לשם חובה אלא לשם שלמי נדבה עליהן מי יתירנו:
Pesachim,26,1,טבול יום,שנפסל בטבול יום - והוא שלישי דטבול יום פוסל את התרומה מן התורה ביבמות פרק הערל (יבמות דף עה.) מבכל קודש לא תגע ויולדת משטבלה לסוף ימי טומאה עד מלאת ימי טהרה שלה טבולת יום ארוך היא שהרי אינה ראוייה להביא כפרה עד יום שמונים ואחד אלמא לא הוי הערב שמש דילה עד שקיעת החמ' דשמוני':
Pesachim,38,0,שחיטת חולין,אלא דאיתכשר בחיבת הקודש - חיבת הקודש מכשרתה לבוא לידי טומאה דקיימא לן בפרק שני דשחיטת חולין חיבת הקודש משווה לה אוכל לקבולי טומאה:
Pesachim,53,0,תמורה,כל הנשרפין - בשילהי פרק בתרא דתמורה מפרש אלו נשרפין ואלו נקברין:
Pesachim,54,0,תמורה,אשם תלוי - בא על ספק כרת כגון חלב ושומן לפניו ושגג באחד מהן ואינו יודע איזה מהן אכל ואם שחטו ואירע בו פסול או נותר פליגי ר' יהודה ורבנן בשילהי פרק בתרא דתמורה לר' יהודה בקבורה לרבנן בשריפה:
Pesachim,54,1,תמורה,חטאת העוף הבא על הספק - כגון הפילה ספק ולד ספק אינו ולד אינה אוכלת בקדשים שמא ולד הוא עד שתביא כפרתה העולה באה על תנאי אם ילדתי הרי היא לחובתי ואם לאו הרי היא נדבה וחטאת העוף מביאתו על הספק ואין כאן משום חולין בעזרה דמקראי נפיק במסכת נזיר בפרק מי שאמר (נזיר דף כט.) ואסורה באכילה שמא חולין היא ומליקתה שויה נבילה ופליגי בה רבי יהודה ורבנן בפרק בתרא דתמורה חטאת העוף הבא על הספק תשרף רבי יהודה אומר יטילנה לאמה:
Pesachim,55,0,יבמות,ואי בעית אימא סמוכין לא דריש - רבי יהודה אלא במשנה תורה לחוד והכי שמעינן ליה בפרק קמא דיבמות (ד' ד.) הלכך לית ליה דרבי יוסי הגלילי:
Pesachim,57,0,מעילה,"הכי גרסינן רב אשי אמר דכולי עלמא אין פודין ודבר הגורם לממון לאו כממון דמי - כלומר דכולי עלמא לנכרי לא מזבנינן ליה בפסח ומשום דלאחר הפסח דחזי לישראל לא מחייבי ליה דדבר הגורם לממון לאו כממון דמי והכא טעמא דמעילה משום דסבר לה כרבי יוסי הגלילי דאמר אף תוך זמנו מותר בהנאה הלכך חזי למפרקיה ולהסיקו תחת תבשילו ומאן דאמר לא מעל כרבנן דאמרי חמץ בפסח אסור בהנאה ואי משום דמצי לשהויי לאחר זמן כר""ש השתא מיהא לאו ממון הוא:"
Pesachim,60,0,יבמות,ואתי מלוה ופריק - מן ההקדש בדבר מועט כדי שלא יאמרו הקדש יוצא בלא פדיון וגובה חובו כדתנן בערכין בפרק שום היתומים הקדיש בתשעים מנה והיה חובו מאה מנה מוסיף מלוה זה על הלואתו דינר ופודה את הנכסים הללו מיד הקדש בדינר זה ונוטלן בחובו ודינר דיהיב מפרש טעמא התם שלא יאמרו הקדש יוצא בלא פדיון ואף על גב דאמר רבא (כתובות דף נט:) הקדש חמץ ושיחרור מפקיעין מידי שיעבוד דוקא קדושת הגוף קאמר רבא כגון קונמות או בהמה לקרבן או בגד שפירסו על המת כי ההיא דיבמות (דף סו:) גבי איצטלא דמילתא דפירסוה יתמי אמיתנא דהוה משתעבד לכתובת האשה דאמר רבא קנייא מיתנא אבל קדושת דמים לא אמרינן:
Pesachim,64,2,מעילה,"וחכ""א באזהרה - רבנן נמי אית להו גזירה שוה דרבי דהא עיקר מילתא דמעילה בהא גזירה שוה גמרי בפרק חמישי דמעילה (דף יח:) בברייתא גבי פגם ונהנה ובדבר שפגם נהנה ובתלוש מן הקרקע ובשליח שעשה שליחותו כל הני מתרומה גמרי בה ואזהרה נמי מתרומה גמרי מה אכילת תרומה הזהיר דכתיב לא יאכל קודש אף הנאת הקדש דמעילה הזהיר ומיהו מיתה לא גמרינן מינה כדמפרשי רבנן טעמייהו בסנהדרין דמיעט רחמנא בתרומה ומתו בו והאי בו מיעוטא בו ולא במעילה וכן עיקר:"
Pesachim,67,1,מנחות,"אי אמרת בשלמא - פסול חשש טומאה הוא משום הכי מודה רבי יהושע שאם זרק הורצה דאפילו נטמא ודאי ואע""ג דטומאה פסול הגוף הוי מרצה ציץ ולכתחלה לא יזרוק דקא סבר ריצוי ציץ בדיעבד הוא ויוצא אע""ג דלא מהני ליה ציץ הורצה בדיעבד דאע""ג דרבי יהושע בעי תרתי דם ובשר מיהו הואיל והבשר בעין ופסול יוצא פסול מחמת דבר אחר הוא חשבינן ליה פסול חסרון מחיצות בפרק קמא דמנחות בסופו איכא למימר בדיעבד הורצה:"
Pesachim,75,0,"מגילה, זבחים","זאת אומרת - מדלא נפקא ליה מבכל מושבותיכם קסבר חלות תודה ורקיקי נזיר נאכלות בנוב וגבעון ודלא כר""ש דאמר בפ""ק דמגילה (דף ט:) דלא קרב בנוב וגבעון דהיינו במה גדולה אלא פסחים וחובות הקבוע להן זמן אבל חובות שאין להן זמן קבוע לא ודלא כמ""ד בפרק בתרא דזבחים (דף קיז.) כאן וכאן במה גדולה דנוב וגבעון ובמה קטנה שהיה עושה בראש גגו לא קרבו ליחיד אלא עולה ושלמים ועל אותן שקרבו בנוב וגבעון הוצרך להביא ראיה מושמרתם את המצות וממצות תאכלו וגו' דלא נפקי מבכל מושבותיכם דאית להו היתר בכל מושבות שהיו יכולין להוליכן בכל מקום שירצו בתוך זמן אכילתן דתנן בפרק בתרא דזבחים (דף קיב:) באו לנוב וגבעון הותרו הבמות קדשי קדשים נאכלין לפנים מן הקלעים קדשים קלים ומעשר שני בכל ערי ישראל עד שלא הוקם המשכן היו במות מותרות ועבודה בבכורות משהוקם המשכן עבודה בכהנים ונאסרו הבמות עברו את הירדן והוקבעו בגלגל ז' שכבשו וז' שחילקו היו הבמות מותרות באו לשילה לאחר שחילקו והוקבע משכן שם נאסרו הבמות וכולהו מפרש מקראי בפרק בתרא דזבחים חרבה שילה בימי עלי כשנשבה הארון בארץ פלשתים באו להן לנוב ולא היה שם משכן אלא בית של אבנים היה והוקבע שם מזבח הנחשת אבל ארון לא היה שם שכשהחזירוהו פלשתים עמד בקרית יערים עשרים שנה עד שמלך דוד והביאו לציון ובציון עמד עד שבנה שלמה בית המקדש כדכתיב (מלכים א ח׳:ו׳) ויביאו הכהנים את ארון ברית ה' וגו' ומזבח הנחושת היה בנוב כל ימי שאול ושמואל כדכתיב (שמואל א כ״א:ה׳) ויאמר אין לחם חול אל תחת ידי כי אם לחם קודש [וגו'] המוסרים מלפני ה' חרבה נוב על דבר זה שהרגם שאול מפני שנתנו לחם לדוד ובאו להם לגבעון וניתן שם מזבח הנחשת עד שבנה שלמה הבית כדכתיב בדברי הימים (א' כא):"
Pesachim,107,0,תענית,"לתפלת נעילה - שבתענית ציבור היו מתפללין תפלת נעילה כדתנן בפ' בתרא דתענית (דף כו.) בג' פרקים בשנה כהנים נושאים כפיהן ד' פעמים ביום שחרית ומוסף ומנחה ונעילה ואלו הן ג' פרקים תענית ומעמדות ויוה""כ:"
Pesachim,127,0,זבחים,שמעת מינה הולכה שלא ברגל - כי הא הויא הולכה ופלוגתא היא בשילהי פרק קמא דזבחים (דף יד:) ארבע עבודות נאמרו בדם שחיטה וקבלה והולכה וזריקה קבלה והולכה מוהקריבו נפקי בשילהי פרק קמא דחגיגה ומאי אשמעינן מתניתין דאיכפל למיתני סדר הולכתן היאך אי לאו הא אתא לאשמעינן:
Pesachim,129,0,יומא,והקטירן סלקא דעתך הוא גופיה מקטר להו - בתמיה והא זר הוא דבזר קיימינן כדתני נותן על כתיפו ועל כתף חבירו ותולה ומפשיט וכהנים לא היו מפשיטין קדשים קלים דמה לי ולהן ואפילו הפשט וניתוח של עולה שהוא מצוה כשר בזר כדאמרינן בשילהי פרק ב' דיומא (ד' כו:) ואית דמפרשי אטו במגס גופיה מקטר להו ולאו מילתא היא דודאי אורחיה למתני הקטרה בכלי שרת:
Pesachim,135,1,עירובין,הא - דעירובין ביד ומתניתין בכלי דהוי מלאכה גמורה ובעירובין בפרק בתרא איתא נמי כולה הך סוגיא ומקשינן התם והא גבי שבות תני לה דקתני אלו שמשום שבות לא אידחו כו' אלמא לאו בכלי קאי:
Pesachim,152,0,תענית,קרא עלי מועד - תמוז דשילוח מרגלים מלויי מליוה וכלו ארבעים דידהו בט' באב בפרק בתרא דתענית והוקבעה להם בו בכיה לדורות ויום עיבור החדש קרי מועד:
Pesachim,178,1,"ב""ק","ורבי היא - דאית ליה פסח ממון בעלים הוא דאמר לקמן אף מכדי מקח שאם ימעטו לו מעות לבעל הפסח ליקח חלוק וטלית ממנה אחרים עמו על פסחו ונוטל מהן מעות ועושה צרכיו אלמא שלו הוא ויכול לאוסרו אי לאו דאוקמא רבי אושעיא במסכת תמורה לההיא כדפרישית אנא הייתי מוקי לה ההיא דאתנן בקדשים קלים שנתן לה שלמים באתננה ויש בידו לאוסרן ורבי יוסי הגלילי היא דאמר בפרק קמא דב""ק (דף יב:) קדשים קלים ממון בעלים הם והאי מתניתא דלעיל דקתני מעות חולין הוה מוקמינא כרבי והוה אמינא דהא דשרי רבי לעשות צרכיו במעות לאו משום דפסח אית ביה שיור בקדושתו ליתפס קדושת המעות בחולין שבו אלא משום דזה שמפריש המעות שייר בקדושתו לתתם מתת חולין לבעל הפסח והא ליכא לאוקמי כר' יוסי דהא קתני בשלמים לא עשה כלום וההיא דאתנן כר' ובפסח לא הייתי מוקי לה דלא הוה סלקא דעתאי דפסח לרבי ממון בעלים הוא שיהא בידו לאוסרו:"
Menachot,10,0,שחיטת חולין,"מליקה - טריפה היא לכתחילה דחותך שדרה ומפרקת כדאמרי' בפ""ק דשחיטת חולין (דף כ:) והותרה לגבוה מכלל איסורה להדיוט אישתרי אף אני אביא טריפה (ולמה לי קרא):"
Menachot,10,0,ערלה,שלא היתה לה שעת הכושר - דנטרפה ממעי אמה דומיא דערלה וכלאי הכרם דכתיב בההוא קרא דכתיב ביה מן הצאן מן המאתים ממשקה ישראל ואמרינן בפרק אלו עוברין במסכת פסחים (דף מח.) מן המאתים מן המותר ב' מאות שנשתיירו בבור מכאן לערלה שבטלה במאתים:
Menachot,40,0,פסחים,"עצים אין מקבלין טומאה - ואע""ג דעצי מערכה מקבלין טומאה כדאמרינן בפרק שני דפסחים (דף לה.) והבשר לרבות עצים ולבונה ההיא מדרבנן הוא משום חיבת הקדש וקרא אסמכתא בעלמא דהא עצים בעלמא לא מקבלי טומאה:"
Menachot,53,0,סנהדרין,"שאם חיסר [אחת] מהן לא עשה כלום - אין לי אלא מתן שבעה דפרכת הוא דעיכבו שהן מתן שבע מעכבין בכל מקום כגון פרה אדומה ובהזאה דמצורע והכי מפ' לה בזבחים בפ' ב""ש (זבחים דף לט.) מנין לרבות במזבח הזהב שאם חיסר פסל אע""ג דשאר ד' מתנות דמזבח החיצון לא מעכבין כדאמרי' בשמעתא קמייתא דסנהדרין (ד' ד:) וכפר וכפר וכפר אפי' ג' מתנות ואפי' ב' ואפי' אחת ת""ל כן יעשה מרבינן כל עשיותיו שיעכבו מרישיה דקרא ועשה לפר (ועשה הא) דרשינן (אלא) לפר לרבות פר יה""כ ובשחיטת קדשים בפרק ב""ש פריך למאי הילכתא אי נימא לעכב פשיטא חוקה כתיב בה ומשני לה התם לשפיכת שירים דלא כתיבי בפר יה""כ ועוד מילי אחרנייתא כאשר עשה לפר לרבות פר כהן משיח שאם חיסר אחת ממתנותיו פסל החטאת לרבות שעירי עבודת כוכבים של ציבור כדכתיב בפרשת שלח לך וכי תשגו וגו' בעבודת כוכבים מדבר ואותן שעירים טעונין הזייה על הפרכת ועל מזבח הזהב דדרשי' בת""כ דהאי חטאת לרבות שעירי עבודת כוכבים:"
Menachot,69,1,סוכה,"שיעור תכלת מפרש בפרק התכלת (לקמן מנחות דף לח:) ושיעור אזוב מפרש בפ""ק דסוכה (דף יג.):"
Menachot,70,0,ברכות,"תפילין - שהניחן קודם עמוד השחר מברך עליהן משעת הנחתן משעת זמן הנחתן דאמר בפרק קמא דברכות (דף ט:) בק""ש אחרים אומרים משיראה חבירו מרחוק ד' אמות ואמרינן התם לתפילין כאחרים כלומר להנחת תפילין כאחרים:"
Menachot,78,1,כלאים,לפי שאין בקיאין - לדרוש סמוכין דכלאים בציצית מותר ואתו למישרי כלאים בכל מקום ואי קשיא כיון דמדאורייתא חייב היכי מצו רבנן לעקור דבר מן התורה ולמיפטריה מציצית משום גזירה (היא) הא אותיבנא ביבמות בפרק האשה רבה (יבמות דף צ:) ומשנינן דכל דבר שאמרו לך בית דין שב ולא תעשה מצות עשה זו שבתורה וראו טעם לדבריהם אין זה עוקר דבר מן התורה דממילא מיעקר ולא איהו עקר לה בידים:
Menachot,95,0,נזיר,ושאר שלמי נזיר - דלעיל מיניה קאי אקרבנות נזיר בתוספתא דנזיר בפרק נזיר שאכל אחד מכל האיסורין וקתני הראויין לבוא בן שנה והביאו בן שתים שתים והביאו בן שנה תגלחתו פסולה וזבחיו לא עלו לו ושאר שלמים כגון שלמי נזיר דחובה הן ששחטן שלא כמצותן שלא לשמן ולאידך לישנא בן שנה דשלמי נזיר איל כתיב בהו ואיל בן שתי שנים:
Menachot,200,0,מנחות,"אלא עצים ולבונה - שלא קידשם בכלי וכלי שרת כי נטמאו ליפרקו דהא לאו קדושת הגוף נינהו אלא מכשירי קרבן הם אלא לאו משום דמנחות ונסכים טהורים אין נפדים והני אע""ג דנטמאו כו':"
Sukkah,12,0,עירובין,"אמר רבא ואינה נתרת אלא בצורת הפתח - בעירובין (דף יא:) אמר היכי דמי צורת הפתח קנה מכאן וקנה מכאן וקנה על גביהן והכא קאמר רבא דטפח ששנינו בברייתא שמתיר בדופן שלישית אינו מתיר אלא אם כן עשאו לאותו טפח צורת הפתח על פני כל הדופן כולו <img src=""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGkAAABvCAYAAADv2+4nAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsMAAA7DAcdvqGQAAAH1SURBVHhe7dHBCcQwAMTA9N907m9irI9PNmhgG1g9b45XpAsU6QKfkZ7naX/cSpEO2EqRDthKkQ7YCooUV5EuUKQLFOkCRdpk/JBspkibjB+SzRRpk/FDspkibTJ+SDZTJBH9uUgi+nORRPTnIonoz0US0Z+LJKI/F0lEfy6SiP5cJBH9uUgi+nORRPTnIonoz0US0Z+LJKI/F0lEfy6SiP5cJBH9uUgi+nORRPTnIonoz0US0Z+LJKI/F0lEfy6SiP5cJBH9uUgi+nORRPTnIonoz0US0Z+LJKI/F0lEfy6SiP5cJBH9uUgi+nORRPTnIonoz0US0Z+LJKI/F0lEfy6SiP5cJBH9uUgi+nORRPTnIonoz0US0Z+LJKI/F0lEfy6SiP5cJBH9uUgi+nORRPTnIonoz0US0Z+LJKI/F0lEfy6SiP5cJBH9uUgi+nORRPTnIonoz0US0Z+LJKI/F0lEfy6SiP5cJBH9uUgi+nORRPTnIonoz0US0Z+LJKI/F0lEfy6SiP5cJBH9uUgi+nORRPTnIonoz0US0Z+LJKI/F0lEfy6SiP5cJBH9uUgi+nORRPTnIonoz0US0Z+LJKI/F0lEfy6SiP5cJBH9uUibjB+SzRRpk/FDspkibTJ+SDZTgU2+Iqw2U6QLFOkCRTre+/4AHHYaEstQglQAAAAASUVORK5CYII=""> כיצד קנה של חצי טפח אצל היוצא וקנה של חצי טפח במקצוע שכנגדו וקנה על גביהם מזה לזה הוה ליה כאילו כל הדופן סתום דפתח שיש לו צורת פתח סתימה מעלייתא היא בפרק קמא דעירובין (דף ב:) וזהו טפח שאמרו חכמים:"
