Masechet,Daf,Comment,References,Text
Kiddushin,103,0,"ב""מ","ההוא סרסיא - עושה שכר מתמרים של בעל הבית למחצית שכר וחבירו בב""מ בפרק המפקיד (בבא מציעא דף מב:):"
Kiddushin,132,0,יבמות,ולרב דימי - דאמר ביבמות בפרק הערל (יבמות דף עח.) דשני הוא ויליף לה מאשר יולדו הכתוב תלאו בלידה למימרא דבתר אימיה שדינן ליה מדלא כתיב אשר יולידו:
Kiddushin,133,0,יבמות,"מנה""מ - דאין קידושין תופסין בחייבי כריתות אבל הולד ממזר נפקא לן מלא יקח איש את אשת אביו ולא יגלה כנף אביו וסמיך ליה לא יבא ממזר ומוקמינן לה ביבמות (דף מט.) בשומרת יבם של אביו שהיא לו אשת אחי אביו שהיא בכרת ומהכא ילפינן לה ביבמות בפרק החולץ (יבמות דף מה:) דכל שאין לה עליו קידושין הולד ממזר:"
Kiddushin,133,1,יבמות,"מנה""מ - דאין קידושין תופסין בחייבי כריתות אבל הולד ממזר נפקא לן מלא יקח איש את אשת אביו ולא יגלה כנף אביו וסמיך ליה לא יבא ממזר ומוקמינן לה ביבמות (דף מט.) בשומרת יבם של אביו שהיא לו אשת אחי אביו שהיא בכרת ומהכא ילפינן לה ביבמות בפרק החולץ (יבמות דף מה:) דכל שאין לה עליו קידושין הולד ממזר:"
Kiddushin,144,1,יבמות,לינשא לפסולין - לפסולי כהונה גר חלל משוחרר שהכהנים הוזהרו על בנותיהם והם לא הוזהרו עליהם מלישא אותן אבל לפסולין שהאנשים הפסולין הוזהרו עליהן מלישא אותן כגון ממזרין או נתינים אף הנשים הוזהרו עליהם דהשוה הכתוב אשה לאיש לכל עונשים שבתורה והכי אמרינן ביבמות בפרק יש מותרות (יבמות דף פד:):
Kiddushin,161,0,יבמות,שתי יבמות - נשי שני אחין ששונאות זו את זו כשתי צרות שדואגות שמא תפול ליבום לפני בעלה ותיעשה לה צרה אשה וצרתה ואשה וחמותה ובת חמותה ובת בעלה כולן שונאות זו את זו וטעמא מפרש ביבמות בפרק האשה שהלכה (יבמות דף קיז.):
Niddah,63,0,"ב""ק","בראיות כבימים - בין שרואה ג' ביום אחד בין שרואה שלש בשלשה ימים רצופין הוי זב כדילפינן בב""ק בפרק כיצד (דף כד.) לזכר ולנקבה מה נקבה בימים אף זכר בימים וראיות בגופיה כתיב מנה הכתוב שלש וקראו טמא אבל זבה שראתה שלש ביום אחד לא הויא זבה:"
Niddah,67,1,כריתות,תאמר בנקבה - מצורעת דליתא בכל הני. בכריתות בפרק ד' מחוסרי כפרה (כריתות דף ח:) איש פורע ופורם ואין אשה פורעת ופורמת וגבי תשמיש נמי מחוץ לאהלו כתיב ולא מחוץ לאהלה הילכך לא אתיא מזכר ואיצטריך לנקבה לגופה ולעולם לשאר מעינות. ומהיכא דנפקי שאר מעינות ליכא למימר דילפינן לדם דשאר מעינות ילפינן מרוק מה רוק שמתעגל ויוצא הוא מתאסף תחלה יחד ואחר כך יוצא ודם לאו מתעגל ויוצא הוא:
Pesachim,4,0,כריתות,המפלת אור לשמנים ואחד - בכריתות בפרק קמא דקיימא לן זאת תורת היולדת מלמד שמביאה קרבן אחד על ולדות הרבה יכול שתביא על הלידה שלפני מלאות ועל הלידה שלאחר מלאות קרבן אחד ולא יותר תלמוד לומר זאת שאם ילדה לאחר מלאות כגון שטבלה לסוף שבועיים של נקבה ונתעברה והפילה אם תוך מלאות הפילה נפטרת בקרבן אחד ואם לאחר מלאות הפילה כבר נתחייב' בקרבן הראשון קודם לידה שניה ולבסוף מלאות של לידה שניה תביא שתי קרבנות ואם הפילה ליל של כניסת שמונים ואחד שכבר עברה מלאות שלה אבל עדיין אינה ראויה להבאת קרבן שאין קרבן נשחט בלילה:
Pesachim,9,1,ברכות,לייא - היכן וחבירו בברכות בפרק הרואה (ברכות דף נח.) חצבי לנהרא כגני לייא חרסים שבורים להיכן הולכין:
Pesachim,11,2,מנחות,למאן דאמר כלל ופרט המרוחקין אין דנין כו' - ופלוגתא היא במנחות בפרק כל המנחות באות מצה (מנחות דף נה:) ובבבא קמא בהחובל (בבא קמא דף פה.):
Pesachim,25,3,מנחות,שתי הלחם של עצרת תלויין בשני כבשי שלמים - דכתיב (ויקרא כ״ג:י״ט-כ׳) ושני כבשים בני שנה לזבח השלמים והניף הכהן אותם על לחם הבכורים תנופה לפני ה' וגמרינן להו מלחמי תודה שאין קדושים אלא בזביחתה במנחות בפרק התכלת:
Pesachim,25,0,"ב""ק","כאבוה - בב""ק בפרק מרובה (בבא קמא ד' עו:):"
Pesachim,47,1,זבחים,"אשר לה' - קרא יתירה הוא דה""ל למכתב מזבח השלמים וטומאתו עליו וכתיב אשר לה' לרבות אף בשר הקרב לה' שאם אכלו בטומאה ענוש כרת ומשני התם בטומאת הגוף איירי והאי וטומאתו עליו מוקמינן לה בזבחים בפרק ב""ש (זבחים דף מג:) בטומאת הגוף הכתוב מדבר והכא רבינהו לאזהרת טומאת בשר כשנטמאו הם והוא טהור שיהא מוזהר עליהן והכא ליכא כרת אלא לאו דאימעט מכרת בזבחים בפרק ב""ש:"
Pesachim,60,0,ערכין,ואתי מלוה ופריק - מן ההקדש בדבר מועט כדי שלא יאמרו הקדש יוצא בלא פדיון וגובה חובו כדתנן בערכין בפרק שום היתומים הקדיש בתשעים מנה והיה חובו מאה מנה מוסיף מלוה זה על הלואתו דינר ופודה את הנכסים הללו מיד הקדש בדינר זה ונוטלן בחובו ודינר דיהיב מפרש טעמא התם שלא יאמרו הקדש יוצא בלא פדיון ואף על גב דאמר רבא (כתובות דף נט:) הקדש חמץ ושיחרור מפקיעין מידי שיעבוד דוקא קדושת הגוף קאמר רבא כגון קונמות או בהמה לקרבן או בגד שפירסו על המת כי ההיא דיבמות (דף סו:) גבי איצטלא דמילתא דפירסוה יתמי אמיתנא דהוה משתעבד לכתובת האשה דאמר רבא קנייא מיתנא אבל קדושת דמים לא אמרינן:
Pesachim,68,1,מנחות,"חייבת בחלה - דמין דגן הוי ואע""ג דחלת לחם כתיב בה וגמר לחם לחם מלחם עוני במנחות בפרק ר' ישמעאל (מנחות דף ע:) אורז נמי לחם הוא:"
Pesachim,70,1,מנחות,"מרור אינו בכורים - דתנן (בכורים פ""א מ""ג) אין מביאין בכורים אלא מז' מינין דכתיב מארצך משבח ארצך במנחות בפרק כל קרבנות (מנחות דף פד.) ולקמן במקום שנהגו (פסחים דף נג.):"
Pesachim,109,2,מנחות,"וכורכין את שמע - מפרש בגמרא: וקוצרין לא גרסינן דהא היתר גמור הוא דקיימא לן במנחות בפרק רבי ישמעאל (מנחות דף עא.) ממקום שאי אתה מביא אתה קוצר ותבואת יריחו של עמקים היא ואינה כשירה למנחות דתנן (שם פה.) אין מביאין סולת למנחה לא מבית השלחין ולא מבית העמק וכו' ולהכי אינה כשירה לעומר דאין מנחות באה ממנו דבעינן משבח ארץ ישראל דילפינן התם ג""ש ארץ ארץ:"
Pesachim,114,2,סדר יומא,ר' ישמעאל סבר מוספין קודמין - לסילוק בזיכין והקטרתן וזמן מוספין אורחייהו בשש דכתיב בהו יום ולא כתיב בהו בקר דכתיב דבר יום ביומו וקיימא לן בסדר יומא בפרק אמר להן הממונה (דף לד.) בקר הוי הקדמה ויום משמע איחור:
Pesachim,116,0,סדר יומא,תמיד קודם לקטרת וקטרת קודם לנרות - טעמא מפרש בסדר יומא בפרק אמר להן הממונה:
Pesachim,116,0,זבחים,וקיימא לן - בזבחים בפרק כל התדיר (זבחים דף צ.) דהאי בנין אב לא איצטריך אלא לחטאת העוף הבאה עם עולת בהמה כגון יולדת עשירה שמביאה עולתה בהמה וחטאתה עוף שתקדים חטאת לעולה:
Pesachim,121,0,מנחות,וכי תימא מאי חומרא דזריקה - משחיטה דמוקמית קולא דמקצת ערלה לא פסלה אשחיטה אבל זריקה אפי' מקצתה פסלה היינו חומרא דילה דלא מקיים פיגול אלא בזריקה אם חישב באחת מארבע עבודות על מנת לאכול הימנו כזית חוץ לזמנו פיגול הוא וחייבין עליו כרת אפילו אכל ממנו תוך זמנו כדכתיב (ויקרא ו) והנפש האוכלת ממנו עונה תשא ובלבד שיעשו כל עבודות שלאחריה שלא בפסול אחר אלא או בשתיקה או בכשרות על מנת תוך זמנו או על מנת פיגול כמותה אבל חישב באחת מעבודות שלאחריה פסול אחר כגון חוץ למקומו שוב אין בו כרת כדאמרי' בזבחים (דף כח:) ובמנחות בפרק שני (דף טז.) הרצאה כתיבה בפיגול נאמר לא ירצה בפיגול ונאמר בכשר מיום השמיני והלאה ירצה כהרצאת כשר כך הרצאת פיגול מה הרצאת כשר עד שיקרבו כל מתיריו בכשרות אף הרצאת פיגול עד שיקרבו כל מתיריו או בפיגול או בכשרות אלמא לא מיקבע וודאי של פיגול אלא בזריקה שהיא סוף העבודה דכל שעתא קאי בספק שמא יחשב פסול אחר בעבודה הבאה ויפקיע שם פיגול ממנו:
Pesachim,128,0,זבחים,שמא לא נתקבל בכלי - אותו שאתה רוצה להכשיר שמא לא נתקבל בכלי ותו לא מהניא ליה זריקה דתנן נשפך מצואר בהמה על הרצפה ואספו פסול בזבחים בפרק שני (דף טו.):
Pesachim,129,1,זבחים,אלא ר' יהודה לטעמיה דאמר אין דם מבטל דם - הלכך לא בטיל ההוא דאישתפיך ובכל פורתא דמטי מיניה למזבח זריקה היא ומיתכשר ומילתיה דרבי יהודה בזבחים בפרק כל הזבחים שנתערבו דקתני גבי דם זבחים דם שנתערב במים אם יש בו מראית דם כשר נתערב בדם בהמת חולין או בדם חיה רואין את הפסול כאילו היה מים ואם יש בכשר כדי להיות בהן מראית דם כשר ואם לאו פסול ר' יהודה אומר אין דם מבטל דם:
Pesachim,135,1,עירובין,הא - דעירובין ביד ומתניתין בכלי דהוי מלאכה גמורה ובעירובין בפרק בתרא איתא נמי כולה הך סוגיא ומקשינן התם והא גבי שבות תני לה דקתני אלו שמשום שבות לא אידחו כו' אלמא לאו בכלי קאי:
Pesachim,144,0,שחיטת חולין,השוחט חטאת - גר' ובשחיטת חולין בפרק שני מפרש אמאי נקט חטאת:
Pesachim,179,0,שחיטת קדשים,מתני' האונן - שמתו מוטל לפניו כדאמרי' בשחיטת קדשים בפרק טבול יום (זבחים דף ק:) איזהו אונן כל זמן שלא נקבר:
Pesachim,180,1,שחיטת קדשים,"שהיא בלא תעשה - אבל כרת דשחוטי חוץ ליכא ובשחיטת קדשים בפרק בתרא (זבחים דף קיד:) מוקי לה בקודם חצות דמחוסר זמן הוא להתקבל בפנים דכתיב אשר ישחט מחוץ למחנה ואל פתח אהל מועד לא הביאו הראוי לפתח אהל מועד חייב עליו ושאינו ראוי לאהל מועד אינו חייב עליו ויליף מהכא דמחוסר זמן בחוץ אע""פ שאינו בכרת בלא תעשה מיהא הוי הואיל וראוי לבא לאחר זמן:"
Menachot,7,1,נזיר,יפלו לנדבה - לשופרות דהלכה היא בנזיר למשה מסיני וכן מפרש בנזיר בפרק מי שאמר הריני נזיר ושמע חבירו כו' (דף כד:):
Menachot,10,0,בכורות,מקריבין כקריבין - דמום פסול בכהן כמו בזבח אבל טריפות לא פסיל בכהנים דתנן בבכורות בפרק מומין אלו (בכורות דף מה:) ואלו כשרין באדם ופסולין בבהמה אותו ואת בנו וטריפה ויוצא דופן להכי איצטריך קרא:
Menachot,49,1,יבמות,"במזיד אין תרומתו תרומה - דרבנן קנסוהו משום דהזיד ופליגי בה אמוראי ביבמות בפרק האשה איכא למ""ד אין תרומתו תרומה לתקן את השירים אבל תרומה הוי:"
Menachot,53,0,שחיטת קדשים,"שאם חיסר [אחת] מהן לא עשה כלום - אין לי אלא מתן שבעה דפרכת הוא דעיכבו שהן מתן שבע מעכבין בכל מקום כגון פרה אדומה ובהזאה דמצורע והכי מפ' לה בזבחים בפ' ב""ש (זבחים דף לט.) מנין לרבות במזבח הזהב שאם חיסר פסל אע""ג דשאר ד' מתנות דמזבח החיצון לא מעכבין כדאמרי' בשמעתא קמייתא דסנהדרין (ד' ד:) וכפר וכפר וכפר אפי' ג' מתנות ואפי' ב' ואפי' אחת ת""ל כן יעשה מרבינן כל עשיותיו שיעכבו מרישיה דקרא ועשה לפר (ועשה הא) דרשינן (אלא) לפר לרבות פר יה""כ ובשחיטת קדשים בפרק ב""ש פריך למאי הילכתא אי נימא לעכב פשיטא חוקה כתיב בה ומשני לה התם לשפיכת שירים דלא כתיבי בפר יה""כ ועוד מילי אחרנייתא כאשר עשה לפר לרבות פר כהן משיח שאם חיסר אחת ממתנותיו פסל החטאת לרבות שעירי עבודת כוכבים של ציבור כדכתיב בפרשת שלח לך וכי תשגו וגו' בעבודת כוכבים מדבר ואותן שעירים טעונין הזייה על הפרכת ועל מזבח הזהב דדרשי' בת""כ דהאי חטאת לרבות שעירי עבודת כוכבים:"
Menachot,67,1,סנהדרין,ולמאן דאמר - בסנהדרין בפרק נגמר הדין (סנהדרין דף מז:):
Menachot,78,1,יבמות,לפי שאין בקיאין - לדרוש סמוכין דכלאים בציצית מותר ואתו למישרי כלאים בכל מקום ואי קשיא כיון דמדאורייתא חייב היכי מצו רבנן לעקור דבר מן התורה ולמיפטריה מציצית משום גזירה (היא) הא אותיבנא ביבמות בפרק האשה רבה (יבמות דף צ:) ומשנינן דכל דבר שאמרו לך בית דין שב ולא תעשה מצות עשה זו שבתורה וראו טעם לדבריהם אין זה עוקר דבר מן התורה דממילא מיעקר ולא איהו עקר לה בידים:
Menachot,80,0,בבא קמא,אלא הכי קאמר ליה טצדקי למיפטר עצמך מציצית - תבקש תחבולות לפטור עצמך מציצית. טצדקי תחבולות וחבירו בבבא קמא בפרק הכונס (בבא קמא דף נו.) כל טצדקי דאית לה למיעבד עבדה:
Menachot,142,0,יבמות,"[רבו של אביו] - ר""ש תלמידו של ר""ע כדאמר ביבמות בפרק הבא על יבמתו (יבמות דף סב:) והיה העולם שמם עד שבא ר""ע כו':"
Menachot,190,0,יומא,מסוכן הוא - שאחזו בולמוס ותנן מי שאחזו בולמוס מאכילין אותו עד שיאורו עיניו אפילו ביום הכפורים ביומא בפרק בתרא (דף פג.):
Menachot,198,0,סדר יומא,"והורידו כ""ג כו' - מפרש בסדר יומא בפרק שלישי (דף כט.) היכא קאי:"
Menachot,209,0,שחיטת קדשים,"ואע""ג דאמר מר - בשחיטת קדשים בפרק כל הזבחים שנתערבו בחטאות המתות (דף עו:):"
Menachot,214,0,שקלים,מותר לחמי תודה ירקב - דלאו חטאת איקרו ונדבת יחיד לא קרבי דבפני עצמו אי אפשר להקריבו שלא מצינו לחם קרב בפני עצמו ועם תודה אחרת אי אפשר להקריבו שהרי אין תודה קריבה בלא לחמה והכי מפרש בשקלים בפרק שני:
Sukkah,96,1,זבחים,רבי יוסי בר יהודה אומר אף הסובב - מעכבו דקסבר כרכוב המזבח זהו הסובב והרי נאמר בו המזבח ורבנן סבירא להו זהו הכיור והכי אמרינן בזבחים בפרק קדשי קדשים (שם):
Yoma,2,0,הוריות,"מתני' שבעת ימים קודם יוה""כ מפרישין כ""ג - שכל עבודת יוה""כ אינה כשירה אלא בו כדיליף בהוריות בפרק בתרא (דף יב:) דכתיב גבי יום הכפורים וכפר הכהן אשר ימשח אותו ובגמרא (דף ו.) מפרש למה מפרישין:"
Yoma,16,0,סוטה,לפי ששלח - יוחנן כהן גדול שגזר על הדמאי בסוטה בפרק עגלה ערופה (סוטה דף מח.):
Yoma,26,0,זבחים,הניחא למאן דאמר כו' - פלוגתא היא בזבחים בפרק התערובת (זבחים דף פ.):
Yoma,40,1,זבחים,שברי כלי חרס - שמבשלים בהן קדשי קדשים ובליעתן נאסרת משום נותר וטעונין שבירה כדכתיב (ויקרא ו׳:כ״א) וכלי חרש אשר תבושל בו ישבר ושבירתו במקום קדוש כדאמרי' התם בזבחים בפרק דם חטאת (זבחים דף צג:) ואם אין נבלעין נמצאו אשפתות של שברים בעזרה:
Yoma,66,1,פסחים,תנאי היא - רבי ישמעאל ורבי עקיבא פליגי בה בפסחים בפרק תמיד נשחט (פסחים דף נח.):
Yoma,112,0,זבחים,הניחא למאן דאמר וכו' - פלוגתא בזבחים בפרק איזהו מקומן (זבחים דף נז.):
Yoma,121,0,סנהדרין,אין לו טהרה עולמית - דבעינן קרא כדכתיב ופליגי בסנהדרין בפרק נגמר הדין:
Yoma,147,0,כריתות,הא דאמר רב אידי בר אבין - בכריתות בפרק דם שחיטה (כריתות דף כא.) אף כל לאתויי כוי דקתני התם כל דם לא תאכלו לעוף ולבהמה מה עוף ובהמה מיוחדים וכו':
Sotah,28,1,ערכין,על שבעה דברים נגעים באין - ומפרש להו בערכין בפרק יש בערכין (ערכין דף טז.):
Sotah,39,0,פסחים,שמא תפרוס נדה - אגב ביעתותא דמים המרים והנדה והזב והזבה ובעל קרי אסורים במחנה לויה כדילפינן בפסחים בפרק אלו דברים (פסחים ד' סז.):
Sotah,46,2,כתובות,"ולא נוטלת כתובתה - ואע""ג דשאר אלמנה לכ""ג לא קנסוה רבנן כתובה כדאמרינן בכתובות בפרק אלמנה נזונית (דף ק:) זו אין לה דסתירתה גרמה לה ליאסר עליו ואפי' היא ראויה לו הלכך לאו בת כתובה היא דלא עדיפא מכשרה:"
Sotah,48,0,כתובות,עוברת על דת - יהודית שאינה צנועה יוצאה וראשה פרועה וטווה בשוק ומדברת עם כל אדם דאמר בכתובות בפרק המדיר (כתובות דף עב.) דיוצאה שלא בכתובה:
Sotah,88,0,"ב""מ","זכה ביה - ותו לא הוי שכחה דבעינן שכוח מעיקרו כדאמר בב""מ בפרק קמא (דף יא.):"
