Masechet,Daf,Comment,References,Text
Bava Kamma,122,1,True,עשו תקנת נגזל באשו - כי היכי דתקנו רבנן לנגזל לישבע כמה גזלו ויטול דתנן במסכת שבועות (דף מד:) אלו נשבעין ונוטלין השכיר והנגזל כך תקנו באשו שישבע מה הטמין ויטול:
Bava Kamma,140,0,True,ר' מאיר היא - במסכת מכות (דף ד.) מעידים אנו בפלוני שחייב לחבירו מאתים זוז ונמצאו זוממין לוקין ומשלמין שלא השם המביאן לידי מכות מביאן לידי תשלומין:
Bava Kamma,140,0,True,וכי - שליח חוטא ושולח מתחייב בתשלומי ד' וה' והא קיימא לן דאין שליח לדבר עבירה במסכת קדושין (דף מב:):
Bava Kamma,140,0,True,"בשלמא ע""ז ושור הנסקל - איסורי הנאה נינהו דאמר במסכת ע""ז (דף נד.) אע""פ שאמרו המשתחוה לבהמת חבירו לא אסרה עשה בה מעשה אסרה:"
Bava Kamma,142,2,True,חולין שנשחטו בעזרה - פלוגתא היא במסכת קדושין (דף נח.) אי דאורייתא היא אי דרבנן:
Bava Kamma,156,1,True,"הגביהו - אפי' ברשות בעלים שהרי הגבהה קונה בכל מקום במסכת קדושין (דף כה:):
"
Bava Kamma,159,0,True,מתריעים - בצבור ובתחנה ובשופרות ובחצוצרות במסכת תענית:
Bava Kamma,166,1,True,הייא - מהר כמו אשור הייא במסכת שבת (דף קיט.):
Bava Kamma,173,0,True,"אפי' למ""ד יכול הרב כו' - פלוגתא במסכת גיטין בפרק שני:"
Bava Kamma,174,0,True,"זוממי עבד - עדים שחייבוהו מיתת בית דין ונמצאו זוממין לא יהרוגו אלמה קים לן דעבד כישראל לענין מיתת ב""ד דתנן במסכת מכות (דף ח:) וישראל לוקה [וגולה] על ידי עבד:"
Bava Kamma,178,0,True,הקדש - עשה שורו אפותיקי לבעל חובו וחזר לוה זה והקדישו קדושת הגוף למזבח הפקיע שיעבודיה דמלוה ומותר למזבח ואין בו משום גזל ששבח הקדש מפקיעו הואיל ולא היה קנוי לו ממש אלא עומד לגבות הימנו ודוקא קדושת הגוף אבל קדושת דמים לא אלימי לאפקועי שיעבוד מלוה דתנן מוסיף מלוה עוד דינר ופודה את הנכסים האלו על מנת לשלם לאשה את כתובתה כו' במסכת ערכין (דף כג:) ותכריכי המת כקדושת הגוף דמי ומפקעי ונאסרין בהנאה:
Bava Kamma,182,0,True,"מגולגלין בארון - לא היה שלדו קיימת ומחוברת מפני נידוי דקאמר ליה ליעקב אם לא אביאנו אליך וחטאתי לך כל הימים (בראשית מ״ג:ט׳) ואע""פ שנתקיים התנאי נפקא לן במסכת מכות (דף יא:) קללת חכם אפי' על תנאי היא באה:"
Bava Kamma,183,0,True,המחובר לטמא טמא כו' - במסכת כלים היא בפרק טבעת אדם דקתני אונקלי של דרגש ושל שולחן טמאה ושל מנורת עץ טהורה זה הכלל המחובר לטמא טמא לטהור טהור אונקלי מסמר של מתכת עשוי כמזלג לתלות שם בהמה בשעת הפשטה ותחוב בכותל כדאמרינן בתמיד נשחט (פסחים סד.) אונקליות של ברזל היו תחובין בעמודים כו' ואם תחבו במנורת עץ דפשוטי כלי עץ בטל מסמר לגבה ואינה מקבלת טומאה ואפי' נגעה בו טומאה אבל בדרגש ובשולחן שמקבלין טומאה הן אף הוא מקבל טומאה:
Bava Kamma,186,0,True,"מרחו - מחליק את הכרי ברחת ומירוח הוי גמר מלאכה למעשר הלכך מעשר כל מעשרותיו תחלה ואחר כך נותן לו פאה כדי שלא יפסיד עני שאילו היה נותנו קודם מירוח אע""פ שעני מצרף לקט שכחה ופאה הרבה ועושה מהן כרי פטור מן המעשר שהרי הפקר הוא אבל עכשיו שנתמרח ביד בעל הבית נתחייב במעשר דהכי אמרינן במסכת ברכות (דף מ:) לקט שכחה ופאה שעשאן בגורן הוקבעו:"
Bava Kamma,188,0,True,"פירות ושבח פירות - תנן במסכת גיטין (דף מח:) אין מוציאין לאכילת פירות ולשבח קרקעות מנכסים משועבדים מפני תקון העולם הפסד לקוחות אכילת פירות ושבח קרקעו' מפרש להו בשנים אוחזין (ב""מ ד' יד:):"
Bava Kamma,208,0,True,"חבית שניקבה וסתמוה שמרים - ונתנוה ע""פ ארובה וממרחת יפה סביבותיה וטומאה בבית מצלת על העלייה כולה מלבא בה שום טומאה דסתימת שמרים סתימה היא ולא שלטה ביה טומאה במסכת כלים בפרק ואלו מצילין:"
Bava Kamma,209,0,True,ושכנגדו חשוד - במסכת שבועות (דף מד:) גבי ואלו נשבעין ונוטלין דזה אחד מהן מי שהיה לו חבירו חייב שבועה והוא חשוד על השבועה שנמצא שקרן בשבועתו שכנגדו נשבע ונוטל:
Bava Kamma,219,3,True,פטור - ובמסכת בכורות מפרש טעמא:
Bava Kamma,237,1,True,הכל עולין למנין תכלת - אותן שלשה חוטין אם לא קצרן הכובס עולין למדת מלא קשר גודל שצריך להרחיק את תכלת של ציצית משפת הבגד במסכת מנחות (דף מב.):
Sanhedrin,16,1,True,הא דרבי עקיבא במסכת מכות:
Sanhedrin,17,1,True,"ואין משלמין ממון - אע""פ שהיו מפסידין אותה כתובה אין משלמין טובת הנאת כתובתה כדין שאר זוממי כתובה במסכת מכות (דף ג.) דכיון דבשבילה הן נהרגין אין משלמין לה ממון דמתחייב בנפשו פטור מן התשלומין דכתיב (שמות כ״א:כ״ב) לא יהיה אסון ענוש יענש ואי משום מאה סלע דהוו בעו לאפסודיה לאב והוה ליה מיתה לזה לאשה ותשלומין לזה לאב לאו עלייהו רמו לשלומי אלא על הבעל שהרי על ידן הבעל בא לשלם לאב דכל זמן שלא הביא הבעל עדים שזינתה תחתיו אינו מתחייב לשלם מאה סלע על ידי עצמו כדאמרינן בכתובות (דף מו.) דלא קרינא ביה ואם אמת היה וגו' דבלאו עדים לא מיקטלא הלכך איהו נמי לא מיחייב אלא אם כן הביא עדים שזינתה והוזמו:"
Sanhedrin,19,0,True,"חישוב לא קתני - דנימא שצריך שלשה לחשב אם יעברו את החודש דבחושבנא תליא אע""פ שצריך לעברו כגון משום ירקיא ומשום מתיא אפילו הכי חושבנא בעי כדתנן במסכת ערכין (דף ח:) אין פוחתין מארבעה חדשים המעוברין בשנה ולא נראה לעבר יותר על שמנה אבל תשעה מעוברין לא עבדינן דאם כן קדים ואתי סיהרא תלתא יומי ומחזי שיקרא הלכך צריך לחשב תולדות הלבנה אם תקדום שלשה ימים או שנים לקביעות החדש לא מעברינן ליה דתמהי בה אינשי:"
Sanhedrin,20,3,True,"לקטלא - לשאר מיתות ר""ע במסרקות של ברזל בפרק הרואה (ברכות דף סא:) ר' חנניא בשריפה במסכת ע""ז (דף יח.):"
Sanhedrin,24,1,True,"חג האסיף - זמן האסיף שבחג דהיינו חולו של חג שיכול לאסוף בו דבר האבד השמר שיהא בתקופת שנה הנכנסת ולא בתוך תקופת תמוז שהיא משנה שעברה ר' יהודה סבר כולו חג בעינן כלומר כל חולו של מועד בעינן בתקופה חדשה הלכך כשתקופת תמוז חסירה ששה עשר הרי יום אחד מחולו של מועד נמשך לתוכה דחמשה עשר יום טוב ויום ששה עשר חולו של מועד אבל אם היתה תקופת תשרי נופלת ביום ט""ז הרי כל חולו של מועד בתקופה חדשה ואין מעברין ר' יוסי אומר מקצת חולו של מועד בעינן בתקופה חדשה הלכך כשתקופת תשרי נופלת ביום כ""ב שהוא יום טוב האחרון מעברין את השנה ודוחין את המועדות כדי להקדים תקופה לחג אבל אם רואין בית דין באדר שתפול תקופת תשרי ביום כ""א שהוא שביעי של ערבה דאיכא מקצת חולו של מועד בתקופה חדשה אין מעברין ולמיעבריה לאלול ולידחייה למועד חד יומא ואיכא לר' יהודה כוליה חג ולרבי יוסי מקצת חג כדפרכינן לקמן גבי תקופת ניסן ליעברוה לאדר לא אפשר משום דלא מיקלע לן תשרי ביומא דחזיא אי מיעברינן לאלול דהא מעיקרא מסדרינן לירחא דסיתוא כי היכי דלא ליקלע תשרי באד""ו משום דאתו תרי שבי בהדדי ומשום שביעי של ערבה דלא ליקלע בשבת וכדאמרינן התם (ר""ה דף יט:) מימות עזרא ואילך לא מצינו אלול מעובר דלא איצטריך דמעיקרא סדרינן לירחי דלא ליקלע באד""ו ואי ניצטריך לעבורי מיקלקלא ראש השנה כדאמרינן בראש השנה (שם) ובמסכת סוכה (דף מג:) נמי גבי שביעי של ערבה אמרינן לא מיקלע אלול בשבת אלמא אנן הוא דמעיינינן במילתא מעיקרא ומסדרינן לירחי כי היכי דלא מיקלע באד""ו הלכך כיון דיום שלשים של אלול מיקלע בשלשה או בה' או בז' אי דחית ליה חד יומא בין על ידי עיבור אלול בין על ידי עיבור חדש אחר מיקלע ראש השנה באד""ו ואי מיקלע בשני בשבת דאפשר למידחייה למחר הואיל וברוב השנים לא שכיח לא פרכינן ליה ולעבורי תרי ירחי ולדחייה תרי יומי לא אפשר דקיימא לן במס' ערכין (דף ח:) דלא נראה לחכמים לעבר שמנה חדשים בשנה אלא אם כן היתה שנה שלפניה מעוברת וכיון דבסדר החדשים אחד מלא ואחד חסר מיקלע לן תקופה ביום י""ז לרבי יהודה או בכ""ב לרבי יוסי אי מעברין עוד תרי ירחי הוו להו שמנה מעוברין הלכך מעברין את השנה:"
Sanhedrin,28,0,True,אין מועלין בו - דעבד הרי הוא כקרקע ואין מעילה בקרקע ובמסכת מעילה (דף יח:) גמר חטא חטא מתרומה בפרק הנהנה:
Sanhedrin,39,0,True,"על מקלו - שהשליכו אשמדאי מכסאו כדאמרינן במסכת גיטין (דף סח:):
"
Sanhedrin,40,2,True,"מי הוה שרייה ליה אלא שמע מינה - עדיין לא נתגיירה אמו כשילדתה ותנן ולד שפחה וכותית מישראל אין לו קורבת אב במסכת יבמות (דף כב.) מי שיש לו בן מ""מ וכו':"
Sanhedrin,49,0,True,דאוריי' הוא - אל תשת רשע עד. ובמסכת גיטין (דף נט:) תנן מציאת חרש שוטה וקטן יש בהן גזל מפני דרכי שלום שלא יתקוטט אביו או קרוביו:
Sanhedrin,51,1,True,ושתייה היא נקראת - שממנה נשתת עולם שנאמר (תהילים נ׳:ב׳) דיבר ויקרא ארץ ואומר מציון מכלל יופי וגו' במסכת יומא (דף נד:) אומר עולם מציון נברא:
Sanhedrin,55,1,True,זיל קנייה בעדי מסירה - אם יש לך עדים אחרים שמסר לך שטר זה בפניהם הביאם ויעידו ותהיה שלך דסבר כרבי אלעזר דאמרי' במסכת גיטין (ד' ג:) אפי' לא חתמו בו עדים אלא שנתנו לה בפני עדים כשר וגובה מנכסים משועבדים שאין העדים חותמים על הגט אלא מפני תקון העולם:
Sanhedrin,60,1,True,צידן - במסכת גיטין במי שאחזו קורדייקוס (ד' עד.):
Sanhedrin,61,0,True,"מר עוקבא - אב ב""ד הוה במסכת שבת בבמה בהמה יוצאה (דף נה.):"
Sanhedrin,61,1,True,לדזיו ליה כבר בתיה - כמשה שהוא בן בתיה למי שמקרין עור פניו כמשה רבינו שגידלתו בתיה בת פרעה לשון אחר כבר ביתיה כמשה שהוא בן בית דכתיב (במדבר י״ב:ז׳) בכל ביתי נאמן הוא לדזיו ליה על שם שהיה חכם וכתיב (קהלת ח׳:א׳) חכמת אדם תאיר פניו ומצאתי בספר הגדה שהיה מר עוקבא בעל תשובה שנתן עיניו באשה אחת והעלה לבו טינא ונפל בחולי ואשת איש היתה לימים נצרכה ללות ממנו ומתוך דוחקה נתרצית לו וכבש יצרו ופטרה לשלום ונתרפא וכשהיה יוצא לשוק היה נר דולק בראשו מן השמים ועל שם כך קרי ליה ר' נתן צוציתא במסכת שבת (דף נו:) הכא נמי להכי כתבו ליה הכי על שם האור שהיה זורח עליו:
Sanhedrin,63,1,True,להכחישן - כגון אנו ראינו אותו הרוג אחר כך חי וקיים דהויא עדות בטילה דהוא והן פטורין דאין זוממין אלא בעמנו הייתם כדיליף במסכת מכות (דף ה.):
Sanhedrin,67,1,True,משום דקתני לה - להא דדנין בלילה גבי הלכתא דדינא הכא בסנהדרין (דף לב.) תניא רבי גבי דיני ממונות שמע מינה עיקר היא למילף מינה דאילו ההיא דכל הכשר במסכת נדה (דף מט:) תניא רבי אגב גררא דתניא התם כי הני מילי טובא בפ' בא סימן הלכך לאו אליבא דהלכתא סתם אלא משום דמצריך ותני הנך דדמו אהדדי כגון כל שחייב בראשית הגז חייב במתנות ויש שחייב במתנות ואין חייב בראשית הגז ודכוותיה טובא:
Sanhedrin,70,1,True,"אלא למ""ד קריבין - איכא למדרש ק""ו כדאמרן ולההוא תנא היכא מוקמת מעם מזבחי ופלוגתייהו במסכת ביצה:"
Sanhedrin,80,0,True,ופרכינן והא יכולין לומר לאוסרה על בועלה שני באנו - דקיימא לן במסכת סוטה (דף כו:) מונטמאה ונטמאה שתי פעמים כשם שאסורה לבעלה כך אסורה לבועל:
Sanhedrin,81,1,True,"ר' עקיבא מקיש שלשה לשנים - במסכת מכות (ד' ה:) מה שנים אינן זוממין עד שיזימו שניהם אף שלשתן עד שיזומו שלשתן וזה אי אפשר להזימן ואע""ג דלר""ש קאמר לה להא מילתא התם דאילו ר' עקיבא מקשינהו להכי מה שנים נמצא אחד מהן קרוב או פסול כו' מיהו ר""ע אית ליה נמי דר""ש ומוסיף איהו:"
Sanhedrin,85,3,True,עד שעברו את הירדן - ושמעו וקבלו עליהם ברכות וקללות בהר גריזים והר עיבל ונעשו ערבים זה בזה כדאמרינן במסכת סוטה (דף לז:) מיד נענשו זה על זה ואפי' לא ידע זה בעבירות שביד חבירו ובימי עכן כבר עברו את הירדן:
Sanhedrin,86,1,True,ריחקתם ששים מיל - הר גרזים והר עיבל רחוקים ששים מיל מן הירדן במסכת סוטה (דף לו.) ושם הקימו את האבנים:
Sanhedrin,94,1,True,"ולאפוקי דר""ש כו' - במסכת אהלות (פט""ז בתוספתא):"
Sanhedrin,96,0,True,אכין ורקין דרש - אשכחן שמצאן שהיו עסוקין במסכת ולא רצה לבטלן כדמפרש ואזיל דאינו מורד במלכות דכתיב רק חזק ואמץ רקין מיעוטין שאם בא המלך לבטל דברי תורה אין שומעין לו:
Sanhedrin,97,0,True,אף סדר יומא - דעבודת יום הכפורים הסדורות במשנה במסכת יומא זו אחר זו דווקא קתני:
Sanhedrin,97,1,True,ובלשון הקודש היו אומרין - במסכת סוטה יליף לה בפרק אלו נאמרין בכל לשון (סוטה דף לב.):
Sanhedrin,100,0,True,"כדר""א - במסכת יבמות בהבא על יבמתו:"
Sanhedrin,103,1,True,"וטעה בדתניא - שאין ב""ד ממיתין אלא בזמן לשכת הגזית בעוד סנהדרין נוהגת בלשכת הגזית נוהגת אף בחו""ל כדאמרינן במסכת מכות (דף ז. ע""ש):
"
Sanhedrin,106,0,True,"בשוגג ולקרבן - דכיון דאיכא שני לאוין חלוק חטאות ביניהם אע""ג דכרת אחת היא דנפקא לן במסכת מכות באלו הן הלוקין (מכות דף יד:) ברישיה דדרשינן אחותו יתירא לחלק כרת למפטם וסך דכתיב ביה שני לאוין וכרת אחת וה""ה לכל שני לאוין וכרת אחת:"
Sanhedrin,107,0,True,רב סבר - הואיל ואזהרת נשכב משוכב אתא כדר' עקיבא כל דליתיה בשוכב ליתיה בנשכב ושוכב פחות מבן תשע הבא על הזכור גדול ובר עונשין אינו מחייבו מיתה דהא לאו ביאה היא כדאמרינן במסכת נדה (דף מה.) ולקמן מייתי לה בשמעתין בן ט' שנים ויום אחד הבא על יבמתו וכו' הלכך נשכב פחות מבן ט' נמי אינו מחייב את שוכבו:
Sanhedrin,109,1,True,לטמא משכב התחתון כעליון - שהבועל נדה מטמא משכב התחתון משום משכב אפי' לא נגע בו כעליון של זב הכי מפורש במסכת נדה בפרק בנות כותים (נדה דף לב:) שאין משכבו של בועל נדה חמור כמשכב נדה וכמשכב זב שנעשים אב הטומאה לטמא אדם וכלים דכתיב בהו וכל אשר יגע במשכבה אלא הרי הוא כעליונו של זב בגד שנישא על גבי הזב שאינו אלא ראשון לטומאה ואינו מטמא אדם וכלים אלא אוכלין ומקראי ילפינן לה התם:
Sanhedrin,116,0,True,"האדם - ר""מ דלית ליה אתם קרוין אדם ולא עובדי כוכבים קרוין אדם ור""ש היא דדרש לה במסכת יבמות (דף סא.):"
Sanhedrin,118,0,True,"כר' עקיבא - במסכת מכות (ד' ה.) דמקיש שלשה לשנים דאם נמצא שלישי קרוב או פסול עדות של כולן בטלין הלכך בדקינן ליה בהדייהו דאי מתזם או מתכחש מבטלין לסהדותייהו:
"
Sanhedrin,120,0,True,"העובדי כוכבים העובדין את ההרים - תניא במסכת ע""ז (דף מה.) ההרים מותרין בהנאה דכתיב אלהיהם על ההרים ולא ההרים אלהיהם:"
Sanhedrin,122,1,True,דבעא מיניה רבא מרב נחמן - במסכת שבת פרק כלל גדול (שבת דף ע:):
Sanhedrin,130,0,True,"גמ' תחומין ואליבא דר""ע - דיליף להו מקראי במסכת סוטה (דף כז:):"
Sanhedrin,153,1,True,"המקדש - מי חטאת באפר נתינת אפר על המים קרי קידוש כדתנן במסכת פרה (פרק ו מ""ב) (הרי קודש) צף על המים:"
Sanhedrin,161,1,True,"בעדות מיוחדת - דשנים מעידין עליו ועדותן אמת אלא שאין מיתתו מסורה לב""ד כגון שנים רואין אותו אחד מחלון זה ואחד מחלון זה דאמר במסכת מכות (דף ו:) דלא מיקטל עליה ומיהו הכא תנינן דעייל לכיפה אבל על פי עד א' מוציא דבה בעלמא הוא:"
Sanhedrin,167,0,True,מחט של יד - היא מחט קטנה שתופרין בה בגדים ניטלת בשבת ליטול בה את הקוץ ומשום דקתני לה להלן במסכת שבת בפרק כל הכלים (שבת דף קכב:) גבי ושל שקאין לפתוח בו את הדלת קרי ליה להא קטנה מחט של יד:
Sanhedrin,168,1,True,דרב פנחס - משמיה דרבא במסכת חגיגה בסוף חומר בקודש:
Sanhedrin,174,1,True,שחל על קדשי קדשים - כדתנן (ערבין דף כח:) מחרים אדם את קדשיו אם נדר נותן דמיהם ואם נדבה נותן את טובתם כפי חלק שיש לו בה כדמפרש במסכת ערכין בפ' המקדיש:
Sanhedrin,174,2,True,ר' עקיבא אומר מחוטמו - ובמסכת סוטה מפרש טעמא מר סבר עיקר חיותיה באפיה ומר סבר עיקר חיותיה בטבוריה:
Sanhedrin,174,0,True,"עקביא בן מהללאל - נחלק על חכמים בלשכת הגזית בד' דברים במסכת עדיות (פ""ה משנה ו) שהיה אומר לבנו בשעת מיתתו חזור בך בד' דברים שהייתי אומר אמר לו אבא ואתה מפני מה לא חזרתה בהם אמר לו אני שמעתי מפי המרובים והם שמעו מפי המרובים הם עמדו בשמועתן ואני עמדתי בשמועתי אבל אתה שמעת מפי היחיד וכו':"
Sanhedrin,179,1,True,נבלתי יקומון - אפי' נפלים יחיו במסכת כתובות:
Sanhedrin,181,1,True,פקידה - משעה שהמלאך פוקד הטיפה ומביאה לפני המקום מה תהא עליה כדאמרינן בפרק כל היד במסכת נדה (דף טז:) מיד נזרקה בו נשמה וחיות:
Sanhedrin,191,2,True,"כסף וחומר שעורים ולתך שעורים - בזכות צדיקים שנקראו כסף חומר שעורים שלשים סאין ולתך חמשה עשר סאין אלו ארבעים וחמשה צדיקים שהעולם מתקיים עליהם בחולין פרק גיד הנשה (חולין דף צב.) פעמים ששלשים כאן וט""ו בארץ ישראל ופעמים שט""ו כאן ושלשים בארץ ישראל ובמסכת חולין היכא דקא מפרש האי קרא בצדיקיא אמרי אין כסף אלא צדיקים וכן הוא אומר צרור הכסף לקח בידו:"
Sanhedrin,192,1,True,"ב' אלפים היה תהו - תחת שלא ניתנה עדיין תורה והיה העולם כתוהו ומאדם הראשון עד שהיה אברהם בן נ""ב שנה איכא אלפים שנה כדמוכחי קראי דכשנשלמו אלפים שנה עסק אברהם בתורה שנאמר (בראשית י״ב:ה׳) ואת הנפש אשר עשו בחרן ומתרגמינן דשעבידו לאורייתא בחרן ואמרינן במסכת ע""ז (דף ט.) גמירי דההוא שעתא הוה אברהם בר חמשין ותרתי שנין:"
Sanhedrin,195,1,True,"אלא חילק ובילק אכלי להו - כך היו רגילין לומר כאדם שאומר וכי שדים ושדתות יאכלוהו ובמסכת חולין (דף יט.) לא חילק ידענא ולא בילק ידענא ולי נראה דמשמעות לשון חילק ובילק לשון חורבה כמו בוקה ומבוקה ומבולקה (נחום ב) ואמרינן בחולין (שם) לא חילק דרבנן דמצריכין לחלק הסימן שמצריכין לחלק כל הטבעת ולשייר על פני כולו ולא בילק לרבי יוסי שמחריב הסימן שחותך קצת בתוך הטבעת והשאר חוץ לטבעת ונראה למורי דאין לו משמעות לא הכא ולא התם ל""א חילק ובילק ב' דייני סדום שהיו שמותיהן כך:"
Sanhedrin,199,0,True,"הוי אומר מדה טובה מרובה ממדת פורענות - דבמידה טובה כתיב דלתות ובמדת פורענות כתיב ארובות ודלת גדול מארובה דד' ארובות יש בדלת במסכת יומא בפרק יום הכפורים (יומא דף עו.) אלמא מדה טובה מרובה ומעכשיו אין לתמוה היאך יש באדם כח לקבל שכר כל כך שהרי למדת פורענות נותן הקב""ה כח באדם לקבלו כל שכן שנותן כח באדם לקבל מדה טובה:"
Sanhedrin,211,0,True,האשה שכובשת ירק בקדירה - לא אשכחתיה במסכת עוקצין:
Sanhedrin,211,2,True,"זיתים שכבשן בטרפיהן - איתא במסכת עוקצין (פ""ב מ""א):"
