Masechet,Daf,Comment,References,Text
Bava Kamma,27,0,True,"דבר השוה כל כסף - שנותנין עליו וקפריך מאי ניהו דאין להן אונאה מאי כל כסף דקאמרת דאין להן אונאה שאפילו קנאן ביותר מדמיהן שתות אין מוכר חייב להחזיר לו כדקאמרינן בפרק הזהב (ב""מ דף נו.) העבדים והשטרות והקרקעות אין להן אונאה אפילו קנאן ביותר מדמיהן:"
Bava Kamma,27,0,True,כדאמר רבא אמר רב נחמן - במסכתא כתובות בפרק הכותב:
Bava Kamma,27,0,True,"הניחא למ""ד כו' - פלוגתא הוא לקמן בפרק מרובה (בבא קמא דף עה.):"
Bava Kamma,28,0,True,עבד אין לו יחס - דאמרינן בפרק הבא על יבמתו (יבמות דף סב.) הכל מודים בעבד שאין לו יחס כדכתיב עם החמור עם הדומין לחמור:
Bava Kamma,28,1,True,רבי יוסי הגלילי היא דאמר - בפרק שור שנגח את הפרה (לקמן בבא קמא דף מב.) תם משלם חצי כופר וליכא שיורא דאי משום דהאי משלם כופר שלם והאי לא משלם אלא פלגא כופר לאו שיורא הוא דהא תני לה תם משלם חצי נזק ומועד נזק שלם וכופר בכלל:
Bava Kamma,30,0,True,"הא קתני לקמן - בפרק כיצד דקמפרש לכולהו מועדין דפ""ק וקמפרש נמי שור המזיק ברשות הניזק כיצד:"
Bava Kamma,30,3,True,ושור המזיק כו' מחלוקת רבי טרפון ורבנן - בפרק שני והאדם:
Bava Kamma,34,0,True,"וס""ל כר""י דאמר - לקמן במועד צד תמות במקומה עומדת לקמן בפרק שור שנגח ארבעה (בבא קמא דף מה:) והלכך גבי צרורות נמי לסומכוס דחשיב ליה מועד משלם החצי מגופו וכי קתני מגופו אצד תמות:"
Bava Kamma,38,1,True,"דמי שעורין בזול - כפי שהיה צריך ליקח שעורין למאכלה אם היה רוצה להאכילה שעורין ולא יתן לו כשער שבשוק דלמא איהו לא מאכיל לה שעורין אלא בזול יתן כדאמרינן בפרק מי שמת (ב""ב קמו:) וכל זוזא חשיב בארבע דנקי דהיינו שני שלישי הדמים:"
Bava Kamma,40,0,True,"לימא - רב ושמואל בחופר בור ברשותו והפקיר רשותו ולא הפקיר בורו קמפלגי ובפלוגתא דרבי ישמעאל ור""ע דפליגי בה לקמן בפרק שור שנגח את הפרה (בבא קמא דף מט:) דרב סבר חייב ומשום הכי פטורה הך בהמה דזה ששטח שם פירותיו הוה ליה כמו בור שאם הוחלקה בהן בהמה חייב שהרי הפקיר רשותו הלכך לא היה לו לעשות כן וקי""ל בהמניח את הכד (לקמן בבא קמא דף ל.) כל המקלקלין ברשות הרבים שהזיקו חייבין לשלם וכל המחזיק בהן זכה:"
Bava Kamma,41,0,True,"הניחא למ""ד כו' - אמוראי פליגי בה בפרק [המפקיד] (ב""מ ד' מב.):"
Bava Kamma,48,0,True,"קרי בזב מניין - קריו של זב מניין שתהא הטיפה מטמא במגע ובמשא כטיפה של זוב דקי""ל במסכת נדה (דף נה.) שמטמא במשא וקרי לא דמי לזוב כדאמר בפרק בנות כותים (נדה דף לה:) זוב דומה ללובן ביצה המוזרת קרי דומה ללובן ביצה שאינה מוזרת:"
Bava Kamma,48,1,True,"ומה - רוק שהוא טהור באדם טהור הוי טמא ומטמא במשא באדם טמא כגון זב כדכתיב וכי ירוק הזב בטהור דמשמע במה שביד הטהור כדדרשינן במסכת נדה (דף נה:) דהיינו משא וכתיב וכבס בגדיו כו' קרי שטמא בטהור הטיפה מטמא במגע כדכתיב וכל בגד וכל עור אשר יהיה עליו שכבת זרע וגו' ואדם נמי מטמא במגע כדכתיב או איש אשר תצא ממנו שכבת זרע וגו' ודרשינן במסכת נדה בפרק יוצא דופן (נדה דף מג:) מנין לרבות את הנוגע בשכבת זרע ת""ל או איש אינו דין שיהא טמא בזב:
"
Bava Kamma,55,0,True,לר' יהודה דמחייב על נזקי כלים בבור - בפרק שור שנגח את הפרה (לקמן בבא קמא דף נג:):
Bava Kamma,57,1,True,"כשהפכה לפחות מג' - דמתחילה לא הגביה שלשה הלכך לאו הגבהה היא דכבור פתוח דמי ולא נסתם הבור מעולם וכיון דלא נתכוין לקנותה דליכא לחיוביה משום ממונו משום כורה בור נמי לא תחייביה ומיהו היכא דנתכוין לזכות מחייב משום ממונו דאיכא למ""ד חבטה בהפקר קני בלא הגבהה בפרק הבית והעלייה (ב""מ דף קיח.):
"
Bava Kamma,58,0,True,בנר חנוכה פטור - בפרק הכונס צאן לדיר דקתני גמל שהיה טעון פשתן:
Bava Kamma,67,1,True,כדתנן - לקמן בפרק שור שנגח ד' וה':
Bava Kamma,67,1,True,חוץ מחובל ומבעיר - כדמפרש טעמא במס' שבת בפרק האורג מדאצטריך קרא למישרי מילה מכלל דשאר חובל חייב ומדאסר רחמנא שריפת בת כהן בשבת דמקלקל הוא מכלל דמקלקל בהבערה חייב כגון השורף כלי דמקלקל הוא:
Bava Kamma,70,1,True,"דינר זהב - עשרים וחמשה דינרים כסף בפרק הזהב (ב""מ דף מה:):"
Bava Kamma,96,1,True,אין האשה נותן ליורשיה - הא אוקימנא בגרושה לפיכך אין הבעל יורשה בפרק שור שנגח ד' וה' (בבא קמא דף מג.):
Bava Kamma,106,0,True,שור פסולי המוקדשין - שנפדה אין המיתה שלו דקיימא לן בבכורות בפרק ב' (דף טו.) גבי פסולי המוקדשין לאחר פדיונו תזבח ולא גיזה בשר ולא חלב ואכלת ולא לכלביך:
Bava Kamma,106,0,True,ושה דאבידה - כיון דכתיב לכל אבידת אחיך למה לי דכתב רחמנא חמור ושור ושה ושלמה ובפרק אלו מציאות דרשינן להו לכולהו בר משה:
Bava Kamma,107,0,True,לתשלומי כפל על כל דבר פשע על שור כו' כל דבר פשיעה - ואפי' דבר שאין בו רוח חיים בפרק מרובה (לקמן בבא קמא סב:):
Bava Kamma,109,2,True,"תם חייב - דלא סגי ליה בפחותה וטעמא דר' יהודה בפרק שור שנגח ד' וה' (לעיל בבא קמא דף מה:):
"
Bava Kamma,112,0,True,"טענת גנב - לפטור עצמו ע""י גנב שטוען נגנבה הימנו האבידה שמצאתי ונמצא שבידו הוא משלם תשלומי כפל כגנב עצמו דדרשינן בפרק מרובה (לקמן בבא קמא דף סג:) ואם לא ימצא הגנב אם לא ימצא כמו שאמר אלא הוא עצמו גנבו וכתיב בתריה ישלם שנים אי אמרת בשלמא שומר אבידה כשומר חנם דמי משום הכי משלם כפל דהוי בעי למפטר נפשיה בטענת גנב:"
Bava Kamma,113,1,True,"קרנא בלא שבועה עדיפא מכפילא בשבועה - שואל עדיף שמתחייב בשבורה ומתה בלא שום שבועת שקר משומר שכר שפטור עליהן ואע""פ שיש בשומר שכר כפל בטוען טענת לסטים מזויין אין זה חומר דכפל אינו בשומרין עד שישבע לשקר שנגנבה הימנו ואח""כ באו עדים בפרק מרובה (לקמן בבא קמא דף סג:) הלכך קנסא משום שבועה הוא דקנסיה רחמנא:"
Bava Kamma,115,1,True,גוזרי גזירות - קונסי קנסות אדמון וחנן בן אבשלום בפרק בתרא דכתובות:
Bava Kamma,122,0,True,"אליבא דמ""ד לא דיינינן דינא דגרמי - בפרק הגוזל ומאכיל (לקמן בבא קמא דף קיז:):"
Bava Kamma,124,0,True,מכדי כתיב - בראש הפרשה כלל ופרט כי יתן איש ודרשינן ליה בפרק הזהב לענין שבועת שומרין למימר דאין נשבעין אלא על כעין הפרט שמטלטל וגופו ממון:
Bava Kamma,136,2,True,"וראיה - בפרק שני דסנהדרין:
"
Bava Kamma,140,0,True,"ר""ש דאמר שחיטה שאינה ראויה כו' - כדתנן בפרקין רבי שמעון פוטר בשני אלו:"
Bava Kamma,151,0,True,יש נותר שמטמא כו' - לרבי שמעון איסורי הנאה אין מטמאין טומאת אוכלין דדריש מכל האוכל אשר יאכל אוכל שאתה יכול להאכילו לאחרים או לנכרי או לישראל קרוי אוכל בפרק קמא דבכורות (ד' ט:) ואם היתה לה שעת היתר הנאה משנשחטה ירדה עליו דין קבלת טומאה ואפילו נאסר לאחר כן מקבלת טומאה:
Bava Kamma,151,0,True,וקיימא לן - בפרק המנחות והנסכים דהאי לפני זריקה קודם שנראה לזריקה קאמר דלא הוה ליה שהות ביום דלאו עומד לזרוק ביום הוה דליכא למימר כזרוק דמי לשוויה אוכלא:
Bava Kamma,154,1,True,דר' יהושע - בפרק קמא דבכורות (דף ז.):
Bava Kamma,155,0,True,"גנב פטר עצמו - דאתשלומין דבעלים מחייב והרי הוציאו ידי נדרו ואפסידא דהקדש מיפטר דמבית האיש כתיב ולא הקדש ואליבא דר' שמעון נקט לה דאמר קדשים שחייב באחריותן חייב פלוגתייהו דרבנן ור""א וטעמייהו בפרק בתרא דמנחות:"
Bava Kamma,161,0,True,דר' ישמעאל בנו של ר' יוחנן בן ברוקה - בפרק הגוזל בתרא:
Bava Kamma,167,0,True,מידי דהוה אהודאות והלואות - דאמר בפרק קמא דסנהדרין (ד' ג.) דלא בעינן מומחין שלא תנעול דלת בפני לווין הודאות הבא לידון בעדי הודאה שאמרו בפנינו הודה לו והלואות שבא לידון בעדי הלואה שאומרים בפנינו הלוה לו:
Bava Kamma,173,0,True,"אפי' למ""ד יכול הרב כו' - פלוגתא במסכת גיטין בפרק שני:"
Bava Kamma,174,0,True,"תיקשי לך גר - שלידתו והורתו בקדושה אפילו לרבי יהודה יש לו אחוה ופסול למלכות ואפילו לשוטר בעלמא אא""כ אמו מישראל בפרק החולץ ביבמות (דף מה:):"
Bava Kamma,174,0,True,"גר אין לו חייס דכתיב וזרמת סוסים זרמתם - ואע""ג דכתיב בלאדן בן בלאדן ה""מ בגיותן אבל נתגיירו הבנים לא נתיחסו אחר אביהם בפרק הבא על יבמתו (יבמות דף סב.):
"
Bava Kamma,175,0,True,כריש לקיש סבירא לן - דפסקינן הלכתא כריש לקיש בתלת חדא הא והחולץ למעוברת ומתנה באמצע בפרק החולץ (יבמות דף לו.):
Bava Kamma,177,0,True,"כתובת בנין דכרין - בפרק נערה שנתפתתה (כתובות ד' נב:) בנין דכרין דיהוו ליכי מנאי אינון יהוין ירתון כסף כתובתיך יתר על חולקיהון דעם אחוהון היו לו שתי נשים וכתובת האחת גדולה משל חבירתה ומתו שתיהן בחייו וירשן או אחת בחייו וירשה אעפ""כ לא בטלה כתובתה אצל בניה אם יש לה בן זכר הימנו וכשבאין לחלוק בניו בנכסיו אחר מותו נוטלין אלו כתובת אמן ואלו כתובת אמן והשאר חולקין בשוה ואין יכולין בני הקיימת לומר אנו ניטול כתובת אמנו שהיא כבעלת חוב ואתם אל תטלו שאין לאמכם כתובה שהרי בעלה ירשה וקיי""ל התם דהמוכרת כתובתה לאחר בטובת הנאה ומתה בחיי בעלה וירשה מפסיד הלוקח אעפ""כ לא הפסידו בניה כתובת בנין דכרין ולא יאמרו בני חבירתה אמכם פשעה בה שאילו היתה קיימת לא היתה גובה שהרי לקוחות היו גובין אותה משום דאמרי להו זוזי אנסוה שהיתה צריכה למעות ולא לאפסדינהו נתכוונה:"
Bava Kamma,183,0,True,המחובר לטמא טמא כו' - במסכת כלים היא בפרק טבעת אדם דקתני אונקלי של דרגש ושל שולחן טמאה ושל מנורת עץ טהורה זה הכלל המחובר לטמא טמא לטהור טהור אונקלי מסמר של מתכת עשוי כמזלג לתלות שם בהמה בשעת הפשטה ותחוב בכותל כדאמרינן בתמיד נשחט (פסחים סד.) אונקליות של ברזל היו תחובין בעמודים כו' ואם תחבו במנורת עץ דפשוטי כלי עץ בטל מסמר לגבה ואינה מקבלת טומאה ואפי' נגעה בו טומאה אבל בדרגש ובשולחן שמקבלין טומאה הן אף הוא מקבל טומאה:
Bava Kamma,186,2,True,"חייב בפרט כו' - דאע""ג דהפקר פטור מכולם דכתיב ארצך שדך וכרמך מהני תעזוב יתירא למעוטי כי האי גוונא דלא הוי הפקר לפטור ואע""ג שפטור מן המעשר ובכל הני כתיב תעזוב יתירא בקדושים כתיב כרמך לא תעולל ופרט כו' ובמשנה תורה (כד) כתיב כי תבצור כרמך לא תעולל וכן לא תפאר אחריך דהיינו פרט תפאר אישקוביי""ר ופאה נמי מהכא משמע דתנא דבי ר' ישמעאל (חולין דף קלא.) שלא תטול תפארתו ממנו שכחה כתיב במשנה תורה (שם) לא תשוב לקחתו וגו' ובאילן כתיב לא תפאר אחריך ואמר מר בפרק י' דחולין (שם) אחריך זו שכחה ולא בעי למיהדר ומכתב באילן לגר ליתום אלא לא תפאר אחריך ואנא ידענא דלעניים הוא כדאשכחן בעמרים אבל במעשר לא כתיב תעזוב יתירא:"
Bava Kamma,186,0,True,אין שמין - בפרק ראשון (דף יא.) גבי בעלים מטפלין בנבילה אמר שמואל דלנזקין הוא דשמין את הנבילה לניזק ומוסיף עליה מזיק עד שמשלים לו נזקו אבל גנב וגזלן שנטלו בהמה ומתה או כחשה אין שמין את הנבילה אלא שלהם תהא והם ישלמו בהמה מעליא אלמא שינוי קני:
Bava Kamma,188,0,True,מדאפיך רב - לקמן בפרקין (בבא קמא דף צו:):
Bava Kamma,191,1,True,"אין נשבעין על הקרקעות - בפרק הזהב (ב""מ דף נו.):"
Bava Kamma,195,0,True,"דר""ש - בפרק מרובה (לעיל בבא קמא דף עד:) גבי קדשים שחייב באחריותן כו':"
Bava Kamma,195,1,True,מכור - ולא יסקל דבעינן מיתה והעמדה בדין שיהא שוין כאחד בפרק שור שנגח ד' וה':
Bava Kamma,198,0,True,שנשא ונתן ביד - וזיכה את החייב שהיה לו משכון למלוה ממנו ונטל דיין למשכון והחזירו ללוה וחייב את הזכאי נטל ביד ממון מן הנתבע ושילם לתובע וטימא את הטהור נטל שרץ בידים וזרקו עליה לטמאו ודאי להחזיק דבריו וטיהר את הטמא נטל הדיין לפירות טמאים וערבן עם שאר פירות האיש השואלו והוה ליה עושה מעשה בידים ומזיק והכי מפרש בסנהדרין בפרק אחד דיני ממונות (סנהדרין דף לג.):
Bava Kamma,208,0,True,"חבית שניקבה וסתמוה שמרים - ונתנוה ע""פ ארובה וממרחת יפה סביבותיה וטומאה בבית מצלת על העלייה כולה מלבא בה שום טומאה דסתימת שמרים סתימה היא ולא שלטה ביה טומאה במסכת כלים בפרק ואלו מצילין:"
Bava Kamma,210,1,True,משלם כפל ואשם - אבל חומש לא דחומשו עולה לו בכפלו כדאמרינן בפרק מרובה (לעיל בבא קמא דף סה.) אלמא בין נשבע ובאו עדים בין נשבע והודה חייב:
Bava Kamma,210,0,True,וטוען טענת גנב ובאו עדים נמי לא אמר רב - דכפל כי כתיב בהכי כתיב בנשבע ובאו עדים כדאמר בפרק מרובה:
Bava Kamma,211,0,True,"אלא למאן דאמר - בפרק מרובה (בבא קמא דף סג:):
"
Bava Kamma,211,0,True,בשותף שטבח - שותפין שגנבו וטבחו האחד שלא מדעת חבירו אמרינן בפרק מרובה (בבא קמא דף עח:) שפטור מד' וה' דחמשה בקר אמר רחמנא ולא חמשה חצאי בקר והכא לא קרינא וטבחו כולו בחיובא דעל החצי של חבירו הוה טובח ומוכר אחר הגנב דפטור אבל לדעת חבירו משלמין שניהם דשלוחו הוא ואמרינן תחת לרבות את השליח:
Bava Kamma,213,0,True,בעי רמי בר חמא - דקיימא לן בפרק מרובה (לעיל בבא קמא דף סה:) ממון שאין משתלם בראש דאיכא כפל בהדיה אין מוסיף חומש ולעיל (בבא קמא דף קו.) נמי תנינן לה אם משבאו עדים הודה משלם תשלומי כפל ואשם אבל חומש לא מאן פטר ליה מחומשא ממונא או שבועה:
Bava Kamma,216,0,True,להשיב האשם - זה קרן של גזילה כדתניא לקמן בפרקין (בבא קמא דף קי.):
Bava Kamma,219,2,True,והמורם מאיל נזיר - זרוע בשלה וחלה ורקיק וחזה ושוק של שלמים בכלל תודה הוא דתודה שלמים אקרי והנך תרתי תודה ואיל נזיר משום דדמיין להדדי חשיב להו בחדא כדאמר בשחיטת חולין בפרק הזרוע:
Bava Kamma,222,1,True,"בזול - כל זוזא חשבינא בארבע דנקי וכן כל היכא דתני בזול בפרק מי שמת (ב""ב דף קמו:) והיינו שני שלישי דמים וכולהו דמים לא נשלמו דאי הוו ידעי דבעו שלומי לא הוו אכלי בשרא והעור יחזירנו כמות שהוא:"
Bava Kamma,223,1,True,"שני וחמישי - בתי דינין קבועים בעיירות תקנת עזרא בפרק מרובה (לעיל בבא קמא דף פב.):
"
Bava Kamma,233,0,True,ושיבר את הכלים - בין של נרדף בין של כל אדם פטור מלשלם שהרי מתחייב בנפשו הוא ברדיפה זו ואפילו אין הורגו דתנן בפרק בן סורר ומורה ואלו ניתנו להציל בנפשו הרודף אחר חבירו להרגו ונמצא תשלומין וחיוב מיתה באין כאחד:
Bava Kamma,235,1,True,"ועגלים - הרועים בשרון ברחבה לעין כל מאחר שמוכרין בפרהסיא לא גנבום. ל""א שרון שם מקום ומקום גידול עגלים הוא ולוקחין עגלים בזול ומגדלין אותן ושלהן הן לשון זה עיקר דתניא במנחות בפרק כל קרבנות (מנחות דף פז.) אילים ממואב וכבשים מחברון עגלים משרון:"
Bava Kamma,236,0,True,"חמיר מגופו - דקיימא לן בפרק שני דע""ז (דף כו:) דמותר לאבד גופו בידים דקתני המינין והמסורות מורידין אותן לבור ולא מעלין:"
Sanhedrin,2,1,True,חליצה בשלשה - ביבמות יליף לה בפרק מצות חליצה (יבמות דף קא.):
Sanhedrin,3,2,True,הודאות והלואות - שניהן על עסקי מלוה הן הודאות שבא לדון בעדי הודאה שמביא עדים שאומרים בפנינו הודה לו הלואות שבא לדון בעדי הלואה שמעידין בפנינו הלוהו והלה כופר בשתיהן וכי האי לישנא טובא איכא בהך מכילתא הודאה אחר הודאה הלואה אחר הלואה מצטרפין בפרק ג' (לקמן סנהדרין דף ל.) גבי עדים זוממין ואית דמפרשי הודאות שמודה במקצת הלוואות שכופר הכל וראשון עיקר דמכדי שניהן על עסקי מלוה הם כדאוקימנא טעמא לקמן משום נעילת דלת בפני לוין מאי שנא דהא קרי הלוואה והא לא קרי הלוואה הודאות וכפירות איבעי ליה למיתני:
Sanhedrin,4,0,True,"פלגא נזקא ממונא - בפרק ארבעה אבות (ב""ק דף טו.) פליגי בה דקסבר סתם שוורים נגחנים הם ומדינא כולהו בעי לשלומי דהוה ליה למינטריה ורחמנא הוא דחס עליה:"
Sanhedrin,9,0,True,רבי חייא חזייה כו' - לא איתפרש לן מאי בעיא הכא ונראה בעיני דהא אתא לאשמעינן אף על גב דרבי חייא תלמידו דרבי הוה ובמקומו דר' הוה לא חלק לו כבוד לרבי מלהפריש זה מן האיסור דלענין אפרושי מאיסורא אין כאן מורה הלכה לפני רבו כדאמרינן פרק הדר עם הנכרי (עירובין סג.) ובמס' שביעית ירושלמי בפרק שלש ארצות מצאתי בההוא עובדא דההוא דקאי בבית הקברות דלא גרסינן ביה רבי חייא אלא רבי הוה ושני דברים הללו ראה רבי בעכו דמי ביצים אין מכשירין והאי ולא גרסינן דהוה קאי בבית הקברות אלא בעכו שבה ארץ ישראל ויש בה ארץ העמים וראה אותן העומדים בגבול ארץ ישראל שהיו מגבלין עיסותיהן בטומאה ותמה עד שאמרו לו תלמיד אחד בא לכאן כו' וחזר וראה אותו כהן עומד בקצת העיר שחוץ לגבול ארץ ישראל אמר לו והרי הוא זה ארץ העמים שגזרו עליה טומאה כבית הקברות ואמר ליה לאו בן איש כהן פלוני אתה כו' ולכך נשנו מעשים הללו זה אצל זה:
Sanhedrin,20,3,True,"לקטלא - לשאר מיתות ר""ע במסרקות של ברזל בפרק הרואה (ברכות דף סא:) ר' חנניא בשריפה במסכת ע""ז (דף יח.):"
Sanhedrin,23,1,True,מחצה - לאו דווקא אלא כדמפרש ואזיל שהזכרים היו טמאים יותר מן הטהורים ונשים היו רובן טהורות עד שהנשים טהורות משלימות את מחצה טהורים ועודפות עליהן שכשאתה מונה אנשים ונשים כאחת בטמאים ובטהורים נמצאו טהורים יתירים ופלוגתא בפרק האשה (פסחים דף צא:) דאיכא למאן דאמר נשים חובה בהבאת הפסח ראשון ואיכא למאן דאמר נשים רשות וחזקיה מעיקרא סבר נשים בפסח ראשון חובה ומיצטרפו הלכך היו טמאים מיעוטא ומידחו ולבסוף סבר נשים בפסח ראשון רשות ולא מיצטרפי והוו להו טמאים רובא ואיש נדחה לפסח שני ואין ציבור נידחין:
Sanhedrin,28,0,True,אין מועלין בו - דעבד הרי הוא כקרקע ואין מעילה בקרקע ובמסכת מעילה (דף יח:) גמר חטא חטא מתרומה בפרק הנהנה:
Sanhedrin,28,1,True,"לא שנא - שור שרבע אדם זכר ולא שנא שור שרבע אשה נקבה דנפקא לן תרוייהו מקראי בפרק ארבע מיתות (לקמן סנהדרין נד:) שהן בסקילה ותנא דמתני' מרבי להו לכ""ג:"
Sanhedrin,29,2,True,"כיון דהמיתו - ואמור רבנן דאין צריך לדונן בב""ד הוו להו כמאן דגמר דינייהו ואסירי בהנאה כדקי""ל שאם שחטו לאחר שנגמר דינו אסור בפרק שור שנגח (ב""ק מא.):"
Sanhedrin,32,0,True,כיון דגמירי - דבעי הלנת דין בפרק היו בודקין (שם) שאם לא מצאו לו זכות יום ראשון מלינין אותו למחרת שמא ימצאו להם טעמי זכות:
Sanhedrin,33,0,True,שני סופרים - ליכתוב דברי המזכין ודברי המחייבין וכל שעה יושבין לפני הדיינין לקמן בפרק היו בודקין (סנהדרין דף מ.):
Sanhedrin,50,0,True,שלשה רועי בקר - בפרק כהן גדול (לעיל סנהדרין דף יח:):
