Masechet,Daf,Comment,References,Text
Bava Kamma,40,0,פירות,"דקיימא - חנות בקרן זוית כגון מבוי קטן הכלה במבוי גדול וקיימא חנות בראש מבוי קטן ומשוך קצת כלפי פנים <img src=""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAMIAAAB7CAIAAACpRsjbAAAACXBIWXMAAA50AAAOdAFrJLPWAAAACXZwQWcAAADCAAAAewCFOaKLAAATbUlEQVR42u1dCXQURRqemcTlNqARAReRKPqeyurzcbi6PGFBBQ9ARDd4y4qgAsKiru5blRUVweMpLqCwcojIJS7qej8FXCIIyXIakkDuhNxDLiaZpLtre6a6a6qrq3u6JzM9Nemuh7Fnuqe7uv6v/rv+cgnBxgP4fwEA+Sj4SWCyiZ3keT7sNYLTrGoug2SLCm2iTtqwYNJ6Ogg2h/wxgRGiiho34qnIhj7wEy74WyXFNfifhSyNd6hvLTfquBCiIoYHkfAqU7AjxB/+W1OczGnhYRTiPbwmqUC4Fp728JrgX04kIiBBpvPbyDgWjiEFaIJ3U4DYEXBR5UZAJDAa9LKyEleoeVwda+7g34cevPeT7ZuPHT1YWJBXV1vpbzsDuHaR3EAwh0tC1Ib9ifgAHDeORIulbiSiCFNirrpqaBRhRIcVfhDucvFf925d0gYPOr9v6pLXXvWdaWpuajAII/GlpPfCtD2JYzmcKCow4oJqsDiiLaAZISY4xLyCkG63KxGbO4C/KbdNzNj9U+Cl/O28vw1gEtbRk6ICo9BkxAe/pDif+MYInsxAzRNndNG7SvaqZ6+uI0eOvOLKS++4Y9Lu3Tuzsg7s+GxbWNXQbt4EhVDDB/HGm0YHVGFNVySHlN8Wfy08KMo/Vl5yoqm+4uD+Pfem35nkcd2bfgfLSIp6GzFihDgOw4Zdc/P4se8se7O4uNAmeFLA6OyUbvigqP1Gqp9zIVcTb8JEB9Byk/7wZxqrsvZlbN64LnpS02OAFXl0fxIhxNOn3Sk/Ao4hsANzQkItwF2GXnkZGmWxIWQEsKJUJrS8yQSHh8daPL8jznFcoLT6m7Zu2zB8xNUxkn3GJTXsDzEVbcGNcBIOHToEVxowxZOKDAViZHsHqK/XgpFasdUyuKIym5XKTMhTUFyaLb7smFHDpk25DZqEvbu5I+Nz9oUR/oEYPMM34SSLGklAEJ6ipk7FQiggg590kGo8F80ffe+rAyPh1vFjFUMQJeKZinJYACOqeU9IWONPhHdDoBxy6eAgx/LYC0b4mKb07KJWsTWUaxMU0sYNfmdgCkYEGwgecEjamuKjeH+Is8Ckt5tgRbbjRpD8CTAEhNOZPQuI8EvZ02/EMIxwxND0GNZgBB3oUGvs9F7yxIFRogwoMYY2dD86MIo6jOzlxYZv68AoujDq3yfFXrqRA6Mowgi5324eO1rQjCM5MHKaPjeScfTUgrlsmpMOjBJJqD08/T4B2CU0q6diO/lcHYHRJUMG2Us3Ug+B2+3GTzl4MtjkwDYeDOHsC6PfnJWEyzunRWKpDUi1Oze6ZcI4QcaRw5Mig9GYP15ndxgN6C/NJGfhRMQwun3iBNvrRnISliPUIobRwAv72oSLO8GQGMJo5XvL7M6NHBh1zFILtCVLX7IRjJDYYg9GZHGBxOJG/1z+psON4gYj6oqR2rpKzKeVBIPnDOoc+AB+/c0Om3hMFJkMTHEjHCLduyWjhRlih998awk89vmaWYZRfkGuXWCUELqRukso65llGFXXlNoLRoznYrf5z6i7VN9Q+933X7EHo9BCtqrqcrV0driR1bqRum/KhR8sxqqUQi3HXio2pFzXrl3Z5EYN9TXUpauA4ZUh9smgFYh1asyq2J/t2Aa7dCDzZ0FepNZ/QCrDupHHpQgDcLbgRuzASL2CETZ/a5MEr2AemHxJaJEkI8Y/PoBnfA0WiHsHRkaahCRe0Fpgz1bUTynUYohsi6eN/pp0RmFEVCwRO7Nq+Tvix9qaUyHFSPBHvPDeAhgN/G0/2DNBV6hFsSpGTF9fvzg9u9wIhwjRsQH9U5nVYeUhNl31gOAu+EcW5LX+ULMs1DgcRm6Xa8Xyt3FSdZr4sXpzBAZb4sJI6v2ejJ0Y7+GI3p6ur6Tp5vHEBFGi1FQF35SUlNTU1CS5JScn9+7de9KkSRs2bMjKyvJ6vaWlpQUFBTXBJh5XVFQ0NjZmZ2fn5OWeqqwIlDVXVl0yUhFfpxAq0LhbwqnYga6n9O5K9IeTudGgi/rJlzFhqZ04cRQZ/FaWgLa+2LQiGotXMOrSpQvj+UZAqXMwKAVyc7MioGqi1Bwn+klyIyieZ816lE0YiXCZM3vmbRPGjRh+dfJZrjpvZQD8gMUFqZImhw23m20odORXJIzgtJ4//0k2hRqVfbtZZZlQPeG45sC+B8FypeVlhXt2/fDUgicH9D+vZ49ubMDJo4NygxX06bpRv359WU4UGXLJIMKOYzpoxUzfqOq2+MHnrTm8b3fe0azi3GxveVFteWFdecmypYvnz5yx94fvaytKT2QfyTtysOZUSW72Yb+vAfDcpo/Xf7xxnd/fQCja7KatUau5M2KOmQIQ2p9EvVQrjg4hgPlT9LthxAvqwuvwsw4jlTs4AULowT5DKzJu+1ga2e1OG9la+xqSBj86N378TQwLNU9iLVkJS7x4sSL9cIoR0FAIhF864ZZxDKvYARg1N1eXF+UlRh4PUfOURjALXiQ2a1Y5wlGnwEpmVgauxjM1s19+8TmBUwQNWF6Kqqo+C9gUxBEUsyd2N6DAKOPn3bhBKDjNisYROKNow6FkB4rybhyXANsgSPl0JVCAfJHheerC8XXjTWNwoebUD7HOIBcUROOBRGBEUSX3VafHhN+lBUdSIBgAf8srocOb2uNAAaMQolWWGufQ2CoDwoUwIW2zwYN7pt3V2tIkKB2wZ6d0r/NWauwphauSLnT82OOPwFOvLn5x1A3DSkrzBSybBfcqHT6SJWnZpniRzu6OmG7kgCnmMHLLJVygU1lO0JPhRWZcefqc0ytIFwppmpq9iHyFRXk4RmkOHQ5dgG0lqFbpuPCWGuKWhAvcEWrWKOM9u56F0xJm36LjObNnwU3GiMiFoL3rEr6gAF7s9Z4Szzc3edHP75o6GYJDwTuC92+orwEmt9MIz40cMFmgHF3Q71wIgpxjh3F+kJW5D30kxJbK/xRSa6DjBl7Z3FBLwA7+HIVE4Nk7Jt+GYPfgA/dRnRSGYASf8cn2zfC+jz3xUFA6OjWyrGjPzJ0tYInn+KmdP34XECrtPsD58Qkv0PKjkbWEcwHxeN0H70kfgwSd+eh0PGEIPx71h2sJVmeaGwV5KS8oc7adamsxbWjZe/A4IL4IGCFhR3yp6z4QiFDp5o1reIAF0QBHwAhd/P7yZSFfj3EvNjI4YeUX7+lqtZWIm53xYPmdXKoCJXRwAssAAmgzJCR6DJJDpJ148QvPLcC5lvIpAOFGxNedE2+ZM2tGyN1gzGKj1+iAfnp17NcyPYl4EM2dz3UOvQ0RlbD/UROnNyTNTTeOgRds2rQWkMoG0LcEC05kw2fVVpX9kvFTakpPZEIBGaMitY8dPBBSm1SdNASjouKTsN8ZP+9W/4znQVyMf2o8CN/etVM0TgdG+Jfy+7cGOQQXoog2mXH5heedESX2JD4iuxvMjq0LuTLvf2CaeIvX33rlgoH95i2YLd5r7YerJf8pEOKOHvHjmrUr06fd+eGGD+Cb/5p9qJOoR1wr4X4Um6zqcjgC9Hm2VisvOgnRdtHAvrT1fUhn4qsriiS/o+FNzCkqNk6zRa++KD5vf9Ye2F0ucMP4+CExH64nWA1iD/zwlwVzOgdDam1uwHkAxbgBwB3kIRG9r5Qux0l3g7jktOQUNextQqhhPEDKT/38i23x0TiVs2THZ1sgbpa9+zoBrE5gRYoEa6irDvsuWsHysNFZ+qlop0hgnq59GdBHuv5f7zOieCJUURaNd6Kqy0Bl5FNhNGPW/YK6KK8JdzOHY0iK0RLxOF4wxYRIgx92FAVDJDNbegZvpW5EuNR0NKfOs/ga6BCMDHcYGR8N9sPhIQ6qGR9xlR8XRyuKre5ifLUQwkWLppcdXKPxf0d6ahuvWAivFhNu2hS3FEYqG43IBE0U9FjZYVN5+xGjRwsSdHcFExSQO/nNt1+45T3tqZUMOjEjImmp+9a4kRWqdwNoRrs5aRjyfWshKYSYmX9+yK1R+9JqiaYU/1cOHYJ6FVQj+OdfeBZ+c8+fpnRuGRTPBeYAGH+1UKRmysRbkZa9YMET8aQEr4AvWcJCTnE4cmRfaUm+o83EunucyjugTtsNpTiqy46YDaxEeRIQur/bpZijrAZDGKn3kJaWlp6ejvhCsifp4sFp55/X1+Qyf62V/J4rhqZRDH5xcrc0eqkL/fFltRZbv7BoSGlJgZb92LlhFK1qNWbvY/BquvsxQKT2Vo/bRd2ggy1HC8MxkGiX/XArWIKFRW7Cgo8CI55vh3Bxu+IMI0BLcgoWemkJBPX8ZyQ9W1KQ2KqtGSgM17OLvjyIV72iqFfioqjYAuYXvuKyS3fu+k4t1KyljWS1ipiZNnUiMRXdaJd7xtgk7iOllV7kufaWtpbGtjMN7b5Gv6+htqqM89eXFZ/861NP5Px6CF7U5K08fjDzs60fNdZVlZw4eqo4v7W5Jvt/B2orin/4akdZ0fHWptNtvrrGuuqD+/f859NP161e+ciD9z09f+4/nv/7uNGjRv3+2runTFq86KU3Xntl+gP3r3l/xfx5c8Wx6uZ2PTN/7qb169PT7x42/GpxEJPPcl35u4sn3Tr+8ssuHHr5kLFjrxehlpzkuuG6kY/PePCNJS+vWvHm1nVrVr67tO50WX5BTp23ss57iuoKduFRFaKGkhDPIqmhjM/m01WwT3v/+x2hPLGsKhmMIFELp2hJ7di/LxdOYQhbXr3Nr1+1w2pLzXJHcMfNZlTdIZBVgzkPw0MKdGg7VD7YtPpGyfsDxsYfj8HpunxDkktkqkRqXNxK3wMy0xIOrqjABXyyvLRehc3aj/gqZB38qcKfnPSeSmoR+OiIE45YZ40dc2ZYBhcGRt7qCsiHCvKOx508cP0v/s0Xn24V+3ZBvz57f/oRAEa3MobZWtREcmpkPqQzCNBcULJe9Bf/aIDkmjKRNypY1ANLrUWhhBGWvinyohZfw9r1K+JrXVeUFR49dECeuDwhas87p4d4zJQLW1Y5+d8k0W0ZLcpxmLtVZrphMnMiK8AVU6niwuQIh15e1MnVyrWVeHKrCqYGcv9UZSp37fqGJVnGLX5tof62fGHGEMSwDJKsDxjiTLRFE0ABdgJG+Jef/nuLDuOyUnVNCoInM3OPXLRF/NvGg5Ah8+Xn24gICQtt3NgbbLq7Iy7Ud+78kgX9AlcFCPYOdVBBmQPKTlv00gu2hhHSjZ59et6aD95j5v1NCoV4W/4rlr9jUxihac21+xiqZiwYtUqYaqtXrbAvN5KmuLKCDjtTPFEwJLY5s2fZWqhBVx6De3Ho4IkRIuHdaG46bV8YKZf9elhbuMOqt5rStmz+yLYw4lC0lro5DSNzHaiCO+wQCSn+NhZqWLFkxvfkY81Ag1UTcFhr1GC1n8HvwKhDo+l2OTByYGRSY5O8oECQMzLZ3KzXYhjxDowittGgeuR2YARAmwOjiJFELKmzHYzQQFRUFDowiowVhUbT4UaPPHyfAyMTMFIG94JZdtzUSRPsDqMlLy90YNTR0bQzN4KJ6L8oNlNzERw84klr1PDRDt3reLFZ8+/Z12+EmHPhyePQiw3/qmGEssYioKiRUjKs+abNTgDH4A80uDKErLugs1QF3xFccRmIClXCmkXsqEmC5oZ09oGRTJvNG9fhMFKvMdLJMze7HgVHA6DXPUk8RuVwo0BLv2sypZwIb2j2R8AeTJXCBKzqRvhMsDWMkG6UNmiAMjrNFx3PQx8//nD99k82f/3V5zk52fWNp1vbWuDWcUi0GZQ41H2T9ZTrjulbjqVmFYxkSrS1NBJJDhplUDwGS6qI/6187+39BzL8bWckzCnX/umlOKpKDhrhWHFFVWBNxDnn9rCtUJPUlzZfE8p+fGruPOBrwQqaeKypsdKrV6+uPZLHTxi3eevGkyfzKqpONTc3ShkZMq7Y0a/VqHV0IzQKgcI8Wb/siriuk1b5LtybYHEbNuyaVatXHMjcW1VdXl1VVl5WVF5WWFyc21BX3dJU39ToBapGLwbNh+F/ahhB3Hf6/DWXQv8IpbBJ+6mV5R4VkeHpWJUvJXRiy9gCz3LH5rbUynby1198uUOEy+gx19ueGylmYfitTAgtR2wncw4+On2aOZZjluRumbd15CaxAZY4Au8uX+oINbqzh6qOkOa6UgoobTdptwp4me90eea+nSW5h/bt/nrxwr/16Z7sUtVQs77+XFRuJ77pw9NV4e3EdM1HItS0lNZgQUjVvhyG91xC4hJtlkvoGcFqLEbHF9daeH9def6Rk9n7t29YNXxoWmqP5MHn9xg8oLc71ih064GuvqGGuFawzYbPLk0PDZxGAlCqllwYfyCvhBrmTIIli4C8WRsPZNFpYisnhZ5LPsuYt0mraAuQS2XIu9bxwO8HrX7py/a2QP20Vl9TVWV5/omtWz5avGjhvNmPTZ18+48/fCv+O3I4U1DmYotgFdirwGSlUNMsVqIv3VRKVRjvYWTWNU4YHnTIrw1CGx6STlEt9z2xgwBxUm2pwX3vgQBsByMivEWNWlALX+KOOAUxcKFG6Aomo62AVopQP65CnFXeAVbxUSh/6p5wNM1P0Hg6wlBZ3mEcqXbkRk7riE/SPqscHRhZ6t12YOQ0B1jh2/8BG/D3iBS97S0AAAAaelRYdGpwZWc6Y29sb3JzcGFjZQAAeNozAgAAMwAziTgjNQAAACR6VFh0anBlZzpzYW1wbGluZy1mYWN0b3IAAHjaM6ww1DGEYAARbwLnnf4emQAAAABJRU5ErkJggg==""> וכשנכנסה בהמה ממבוי גדול לקטן פגעה בפירות מיד דרך הלוכה דלאו מחזרת היא:"
Bava Kamma,40,0,המניח,"לימא - רב ושמואל בחופר בור ברשותו והפקיר רשותו ולא הפקיר בורו קמפלגי ובפלוגתא דרבי ישמעאל ור""ע דפליגי בה לקמן בפרק שור שנגח את הפרה (בבא קמא דף מט:) דרב סבר חייב ומשום הכי פטורה הך בהמה דזה ששטח שם פירותיו הוה ליה כמו בור שאם הוחלקה בהן בהמה חייב שהרי הפקיר רשותו הלכך לא היה לו לעשות כן וקי""ל בהמניח את הכד (לקמן בבא קמא דף ל.) כל המקלקלין ברשות הרבים שהזיקו חייבין לשלם וכל המחזיק בהן זכה:"
Bava Kamma,43,3,גדיש,"עבד כפות לו וגדי סמוך לו ונשרפו עמו פטור - אגדי ואגדיש דקם ליה בדרבה מיניה שההורג העבד נהרג דכתיב נקם ינקם (שמות כ״א:כ׳) והאי דנקט גדי משום דמוקמינן לקמן בגדי דחד ועבד דחד דבגדיש ועבד ליכא לאוקמי הכי דאורחא דמלתא לשדורי איניש עבדיה לשמור גדישו ואיידי דנקט גבי עבד כפות וסמוך נקט גבי גדי כפות וסמוך ואע""ג דבגדי אין לומר היה לו לברוח שהרי אין בו דעת ואם אינו כפות וסמוך נמי חייב כדאמרינן בשילהי פרקין (דף כז.) שורו כממונו:"
Bava Kamma,44,0,גדיש,בגדיש דעלמא - אמאי משלם חררה הא שן הוא ובעינן שדה אחר דניזק וליכא:
Bava Kamma,50,0,שק,שכן ישנו בבור - שאם היה גדי טמון בשק או במרצוף ונתגלגל ונפל לבור חייב:
Bava Kamma,51,1,החובל,פצע תחת פצע - קרא יתירא הוא להך דרשה דהא כתיב כי יתן מום בעמיתו כאשר עשה וגו' וכויה וחבורה דרשינן בהחובל (לקמן בבא קמא דף פד:):
Bava Kamma,51,0,החובל,במקום נזק - דאפי' היכא דאיכא נזק משלם נמי צער דלא תימא צער דכתבה רחמנא היינו בדליכא נזק כגון כוואו בשפוד על צפרנו דלא אפחתיה מכספיה ולהך דרשה מפקינן ליה בהחובל:
Bava Kamma,52,1,חבית,פתח בחבית - דקתני זה בא בחביתו:
Bava Kamma,52,2,חבית,פתח בכד - דקתני וזה בא בכדו של דבש וסיים בחבית דקתני נסדקה חבית של דבש:
Bava Kamma,54,0,הגוזל עצים,"חייב בפרט ובעוללות וכו' - אע""ג דהפקר פטור מפאה דתנן (פאה פ""א מ""ד) כל שהוא אוכל ונשמר חייב במעשר ובפאה אפ""ה כי האי הפקר חייב בכל הני כדמפרש טעמא בהגוזל עצים (לקמן בבא קמא צד.) דכתיב ביה תעזוב יתירא ופטור ממעשר. דלא כתיב ביה תעזוב יתירא אלמא הפקר כל דהו פטור ממעשר כדתנן כל שהוא אוכל ונשמר חייב במעשר:"
Bava Kamma,61,0,חבית,מתני' זה בא בחביתו כו' - ופגע זה בזה:
Bava Kamma,69,0,שור שנגח,גמ' על סומכוס - דאמר לקמן (בבא קמא דף מו.) בברייתא בגמ' בשור שנגח את הפרה ממון המוטל בספק חולקין וממתני' שמעינן דחלוקים עליו חביריו דקתני המוציא מחבירו כו':
Bava Kamma,70,0,המניח,"גמ' ראשון נשכר מבעי ליה - והאחרון יפסיד שהרי אין ראשון שותף בו שתהא שמירתו עליו להתחייב בנזקין והא לא דמיא לחב עד שלא הזיק דאמרינן בהמניח (לעיל בבא קמא דף לג:) קדמו בעלי חובות והגביהו לא עשו כלום דהתם הוא דאמר ליה ניזק לבעל חוב מהאי תורא דאזקן מיניה משתלימנא ובעל חוב לא מצי למימר ליה הכי הלכך ב""ח יטול נכסים אחרים אבל הכא האי ניזק והאי ניזק ולא משתלם אלא מגופו ומאי דשקיל האי מפסיד האי הלכך קמא קמא קדים:"
Bava Kamma,75,0,בגד,"מרקם טהורים - עיר שרובה נכרים היא ודם נכרי' טהור מדאורייתא דכתיב (ויקרא י״ב:ב׳) דבר אל בני ישראל אשה כי תזריע וילדה בת ישראל מטמאה בלידה ובנדה ולא נכרית ואע""ג דרבנן גזרו עליהם שיהו כזבין על כתמיהן לא גזרו דהא כתמין דישראל גופייהו מדרבנן נינהו דמדאורייתא דם יהיה זובה בבשרה כתיב (שם טו) שתראהו מגופה ולא שתמצאהו בבגדה ואפילו ראתה מגופה אמרינן במס' נדה (דף לד.) שלא גזרו על דם נכרית טומאה אלא בעודו לח דתנן דם הנכרית ב""ש מטהרין וב""ה אומרים כרוקה וכמימי רגליה מטמאין לח ואינן מטמאין יבש:"
Bava Kamma,80,0,שנים,שסיכן ג' בני אדם - לפיכך לא נסקל בשנים הראשונים וכשנגח שלישי מתו כולם הלכך משלם עליו כופר:
Bava Kamma,83,2,יש נוחלין,"והוה ליה ראוי - ולא מוחזק וקיימא לן ביש נוחלין (ב""ב דף קיג.) דאין הבעל יורש את אשתו בראוי לבוא לאחר מיתתה כבמוחזק לה מחיים:"
Bava Kamma,84,0,שור שנגח,או גיורת - מעוברת מגר ומתו שניהם פטור מן הכל שהוא קודם הואיל ואין לה יורשין כל הקודם בשלה זכה וזה שישנו בידו קודם לכל אדם אבל ישראלית מעוברת מישראל אפילו אין להם בנים יש לה יורשין לירש חלקה ויש לו יורשין לירש חלקו ודוקא נשתחררה קודם חבלה אבל היתה שפחה כשחבל בה חייב בכל אפילו בדמי ולדות ויתן לאדוניה דדמי ולדות שפחה אינם אלא לבעלים שלה כדאמרינן לקמן בשור שנגח את הפרה (בבא קמא דף מט.) דאמר ליה חמרתא מעברתא אזקת מינאי:
Bava Kamma,84,0,יש נוחלין,"ונוקמה לרבה כו' - למה להו לרבה ולר""נ לאוקמה בגרושה לוקמה מר כדאית ליה ומר כדאית ליה ביש נוחלין נוקמה לרבה כגון שגבו ב""ד מעות מן המזיק לשלם נזק וצער ואע""פ שנתחייב לה מחיים לא עדיף ממלוה בשטר:"
Bava Kamma,84,0,יש נוחלין,"אמרי - הני מילי דאפלוג רבה ור""נ ביש נוחלין:"
Bava Kamma,86,1,שור שנגח,במועד ליפול על בני אדם בבורות - לקמן בשור שנגח את הפרה (בבא קמא דף מח:):
Bava Kamma,88,1,הגוזל עצים,"ליפלגו - רבנן בחמץ בפסח ולימרו דחייב ואנן קיימא לן בהגוזל עצים (לקמן בבא קמא ד' צח:) דלרבנן אומר לו הרי שלך לפניך דקתני גזל חמץ ועבר עליו הפסח והחזירו וכן שור עד שלא נגמר דינו אומרין לו הרי שלך לפניך אבל משנגמר לא והא סברא לרבנן הוא דשמיעא להו וקתני דבחמץ בפסח מודו דאמרינן באיסורי הנאה הרי שלך לפניך אלא דכולי עלמא אמרינן באיסורי הנאה הרי שלך לפניך היכא דאיסורא ממילא אתא ליה כגון חמץ בפסח ולא מצי א""ל האי לאו מידי הוא אבל הכא משום הכי אמרי רבנן אינו מוחזר דאמר ליה אתפסתיה לתוראי כו' והזיקא דבידים הוא שהביאו לבי דינא והאי דנקט אי אהדרתיה ניהליה לאו משום דחיובא דלא אהדריה הוא דא""כ בחמץ בפסח נמי לימא ליה אי אהדרתיה ניהלי הוה אכילנא ליה ועוד לר' יעקב נמי נהי דגומרים דינו של שור שלא בפניו נימא ליה אי אהדרתיה ניהלי הוה שחיטנא ליה אלא אדלא אהדריה לא מחייבי ליה רבנן דהא קמהדר ליה השתא ואמרינן באיסורי הנאה הרי שלך לפניך אלא חיוביה משום דהוליכו לב""ד בידים והכי קאמר ליה לא היה לך להוליכו לב""ד דאי הוה בידי הוה מערקנא ליה מינייהו:"
Bava Kamma,89,0,הכונס,מתני' ונעל בפניו כראוי - היינו שמירה פחותה דלת שיכולה לעמוד ברוח מצויה לקמן בהכונס (בבא קמא דף נה:):
Bava Kamma,95,2,המניח,"חייבין - דבנזקין לא שני לן בין מתכוין לשאין מתכוין והא דתנן בהמניח (לעיל בבא קמא דף לב.) שנים שהיו מהלכין ברה""ר והזיקו זה את זה פטורין ההוא הזיקו הוזקו הוא ולא דק בלישניה:"
Bava Kamma,96,0,שור שנגח,גמ' דרב אדא בר אהבה - בשור שנגח ארבעה וחמשה (לעיל בבא קמא דף מב.):
Bava Kamma,97,1,חלק,"והא - דתני פטור רבנן היא דאמרי כולהו דבעל והרי הוא מת וזכה זה מן ההפקר אבל רבה לא מצי לתרוצי מידי דהא איהו אמר אשה זכתה בחלק בעלה מן ההפקר הואיל והיא היתה מעוברת ומוחזקת בהן בשעת מיתה ואמאי פטור משבח ולדות ודמי ולדות דידה נינהו:
"
Bava Kamma,97,4,חלק,כוליה - דזכיא בחלק שבח ולדות של בעלה:
Bava Kamma,97,0,חלק,"אמרי - א""כ קשיא לרב חסדא דמשבח ולדות המגיע חציו בחיי הגר לגר וקאמר ר""ש דכשמת והיא מעוברת זכתה היא בחלקו נשמע דזכתה נמי בדמי ולדות דבעלה דמאי שנא דמי ולדות משבח ולדות:"
Bava Kamma,97,1,חלק,"ומדר""ש - דאשמעינן דזכתה בחלקו נשמע נמי לרבנן דזכתה בכולן דרבנן לא פליגי אלא במחיים אבל בזכיה דמיתה לא פליגי רבנן ור""ש:"
Bava Kamma,102,2,המוכר את הספינה,"אי במסירה - קני להו שהיה רה""ר או חצר שאינה של שניהן שאין משיכה קונה שם דאין משיכה אלא בסמטא או בחצר של שניהן בהמוכר את הספינה בבבא בתרא (דף עו:):"
Bava Kamma,102,2,חלק,"ושמואל אמר בכדי שיודיעוהו - אע""פ שלא בא וראהו חייב בחלקו ולא רמיא כולה אשני דהא לא גילהו דנחייביה משום פותח לשון מורי. לשון אחר עד כדי שיודיעוהו אפי' בא וראהו פטור עד שיודיעוהו. ולשון ראשון כשר:"
Bava Kamma,105,2,המניח,אדם ובור פטורין - אדם דהא בר קטלא הוא ואי נמי לא אתרו ביה פטור מדתנא דבי חזקיה בהמניח את הכד (לעיל בבא קמא לה.) ובור דכתיב שור ולא אדם:
